	SID	date	sex	session	handedness	scanner	onset	duration	repetition	rating	body_site	keys	temperature	conditionrt	mouseclick	biopac_channel	condition	rt	value
0	2549	2023_Jan_25_1249	F	01	R	MHBG	2.7741656000725925	5.001811351627111								19	Instructions		
1	2549	2023_Jan_25_1249	F	01	R	MHBG	8.386867699911818	2.0085386203136295								6	Cue		
2	2549	2023_Jan_25_1249	F	01	R	MHBG	10.403511899989098	3.9941200600005686								7	Pre-Jitter		
3	2549	2023_Jan_25_1249	F	01	R	MHBG	14.42860129987821	15.010626280214638			Left Arm		48.0			13	Heat-Stimulation		
4	2549	2023_Jan_25_1249	F	01	R	MHBG	29.516693899873644	5.001170560251921								8	Mid-Jitter		
5	2549	2023_Jan_25_1249	F	01	R	MHBG	34.537535100011155	5.0097139198333025								20	PainBinary	1.6524587001185864	1.0
6	2549	2023_Jan_25_1249	F	01	R	MHBG	39.570359099889174	5.010829119943082								21	IntensityRating	3.5500624000560492	65.74074074074075
7	2549	2023_Jan_25_1249	F	01	R	MHBG	44.60039859986864	5.000948319910094								22	ToleranceRating	2.4669704001862556	-1.0
8	2549	2023_Jan_25_1249	F	01	R	MHBG	49.605887999990955	5.006778859999031								9	Post-Q-Jitter		
9	2549	2023_Jan_25_1249	F	01	R	MHBG	55.21654579997994	2.000246620271355								6	Cue		
10	2549	2023_Jan_25_1249	F	01	R	MHBG	57.21984779997729	5.995791860157624								7	Pre-Jitter		
11	2549	2023_Jan_25_1249	F	01	R	MHBG	63.24986830004491	15.002408280037344			Left Arm		47.5			13	Heat-Stimulation		
12	2549	2023_Jan_25_1249	F	01	R	MHBG	78.33085280004889	5.007163059897721								8	Mid-Jitter		
13	2549	2023_Jan_25_1249	F	01	R	MHBG	83.35597130004317	5.007265820167959								20	PainBinary	1.3692697999067605	1.0
14	2549	2023_Jan_25_1249	F	01	R	MHBG	88.38689740002155	5.012303420109674								21	IntensityRating		65.98765432098766
15	2549	2023_Jan_25_1249	F	01	R	MHBG	93.4182931999676	4.999595519853756								22	ToleranceRating		-1.0
16	2549	2023_Jan_25_1249	F	01	R	MHBG	98.42281939997338	5.007287460146472								9	Post-Q-Jitter		
17	2549	2023_Jan_25_1249	F	01	R	MHBG	104.79078179993667	2.0166242809500545								6	Cue		
18	2549	2023_Jan_25_1249	F	01	R	MHBG	106.80286589986645	7.997332759900019								7	Pre-Jitter		
19	2549	2023_Jan_25_1249	F	01	R	MHBG	114.86240209988318	15.0115141000133			Left Arm		47.0			13	Heat-Stimulation		
20	2549	2023_Jan_25_1249	F	01	R	MHBG	129.94590509985574	9.011326760286465								8	Mid-Jitter		
21	2549	2023_Jan_25_1249	F	01	R	MHBG	138.97296239994466	5.007740420056507								20	PainBinary	1.0187224999535829	1.0
22	2549	2023_Jan_25_1249	F	01	R	MHBG	144.0052414999809	5.009998520137742								21	IntensityRating	1.600046400213614	53.14814814814815
23	2549	2023_Jan_25_1249	F	01	R	MHBG	149.03549729986116	4.9994249197188765								22	ToleranceRating	3.250507300021127	1.0
