	onset	duration	rt	response	correct	bodySite	temperature	condition
0	4484.389851399988	1.9833289600210264			1.0	Right Leg	46.0	1back
1	4486.374323700002	2.009645479993196			0.0	Right Leg	46.0	1back
2	4488.374463899992	2.007628180028405			0.0	Right Leg	46.0	1back
3	4490.374355000007	2.0077998799970374			0.0	Right Leg	46.0	1back
4	4492.425006000005	1.955652939999709			0.0	Right Leg	46.0	1back
5	4494.391048699996	2.011416079971241			0.0	Right Leg	46.0	1back
6	4496.391020199982	2.007473679987015			0.0	Right Leg	46.0	1back
7	4498.391159499995	2.0075426799885463			0.0	Right Leg	46.0	1back
8	4500.391130899981	2.0075087799923494			0.0	Right Leg	46.0	1back
9	4502.391099700006	2.008163880003849			0.0	Right Leg	46.0	1back
10	intensity: 	50.0						
11	4529.423493399983	1.9678722799872048			1.0	Right Leg	46.0	1back
12	4531.40795719999	2.0094471799966414			0.0	Right Leg	46.0	1back
13	4533.408031600004	2.0082900800043717			0.0	Right Leg	46.0	1back
14	4535.4080763999955	2.008233279979322			0.0	Right Leg	46.0	1back
15	4537.458658399992	1.950799940037541			0.0	Right Leg	46.0	1back
16	4539.424706099991	2.01160838000942			0.0	Right Leg	46.0	1back
17	4541.424762299983	2.0074778799898922			0.0	Right Leg	46.0	1back
18	4543.424777099979	2.0085363800171763			0.0	Right Leg	46.0	1back
19	4545.424783900002	2.0083298800163902			0.0	Right Leg	46.0	1back
20	4547.424903899984	2.008517079986632			0.0	Right Leg	46.0	1back
21	intensity: 	50.0						
22	4574.457243399986	1.9675489800283685			1.0	Right Leg	46.0	1back
23	4576.441606799985	2.009714379993966			0.0	Right Leg	46.0	1back
24	4578.441674100002	2.0073771799798124			0.0	Right Leg	46.0	1back
25	4580.441664599988	2.0069655800180044			0.0	Right Leg	46.0	1back
26	4582.4739576999855	1.9660568400286138			0.0	Right Leg	46.0	1back
27	4584.458420599985	2.0113995800202247			0.0	Right Leg	46.0	1back
28	4586.458419000002	2.0088101800065488			0.0	Right Leg	46.0	1back
29	4588.458555999998	2.0087604800064582			0.0	Right Leg	46.0	1back
30	4590.458471399994	2.008199180010706			0.0	Right Leg	46.0	1back
31	4592.458535499987	2.008872580016032			0.0	Right Leg	46.0	1back
32	intensity: 	50.0						
33	4619.490866000007	1.9810112600389402			1.0	Right Leg	46.0	1back
34	4621.475360599987	2.0096435799787287			0.0	Right Leg	46.0	1back
35	4623.4753295999835	2.0075762800406665			0.0	Right Leg	46.0	1back
36	4625.475397000002	2.007638679991942			0.0	Right Leg	46.0	1back
37	4627.525930999982	1.959812220040476			0.0	Right Leg	46.0	1back
38	4629.4920996	2.0114933800068684			0.0	Right Leg	46.0	1back
39	4631.492089000007	2.009060079988558			0.0	Right Leg	46.0	1back
40	4633.492059099983	2.0091660800098907			0.0	Right Leg	46.0	1back
41	4635.492108899984	2.0092160800122656			0.0	Right Leg	46.0	1back
42	4637.492159599991	2.008754479989875			0.0	Right Leg	46.0	1back
43	intensity: 	50.0						
44	4657.05779359999	1.979717759997584			1.0	Right Leg	46.0	2back
45	4659.042266400007	2.0096283799794037			1.0	Right Leg	46.0	2back
46	4661.059035399987	2.0118702799954917			0.0	Right Leg	46.0	2back
47	4663.075637600006	2.0119473800004926			0.0	Right Leg	46.0	2back
48	4665.126280199998	1.975669539970113			0.0	Right Leg	46.0	2back
49	4667.109023600002	2.011353180016158			0.0	Right Leg	46.0	2back
50	4669.12575029998	2.0120835799898487			0.0	Right Leg	46.0	2back
51	4671.142541199981	2.0115332800196484			0.0	Right Leg	46.0	2back
52	4673.158933800005	2.0120843799959403			0.0	Right Leg	46.0	2back
53	4675.175818999996	2.0116712799936067			0.0	Right Leg	46.0	2back
54	intensity:	50.0						
55	4697.224792299996	1.9794537600246258			1.0	Right Leg	46.0	2back
56	4699.209298600006	2.009311380010331			1.0	Right Leg	46.0	2back
57	4701.225952799985	2.0117824799963273			0.0	Right Leg	46.0	2back
58	4703.242661099997	2.011868380010128			0.0	Right Leg	46.0	2back
59	4705.326618699997	1.9375890199735295			0.0	Right Leg	46.0	2back
60	4707.276018499979	2.0117560799990315			0.0	Right Leg	46.0	2back
61	4709.292896400002	2.0113591800036374			0.0	Right Leg	46.0	2back
62	4711.309374899982	2.0116896799881943			0.0	Right Leg	46.0	2back
63	4713.3260639999935	2.0119806799921207			0.0	Right Leg	46.0	2back
64	4715.342732899997	2.011754880018998			0.0	Right Leg	46.0	2back
65	intensity:	50.0						
66	4737.391715899983	1.9798730599868577			1.0	Right Leg	46.0	2back
67	4739.3762572999985	2.009061280026799			1.0	Right Leg	46.0	2back
68	4741.392945600004	2.011819880019175			0.0	Right Leg	46.0	2back
69	4743.409644700005	2.011853380012326			0.0	Right Leg	46.0	2back
70	4745.460243699985	1.9791309399879538			0.0	Right Leg	46.0	2back
71	4747.443024499982	2.011381180025637			0.0	Right Leg	46.0	2back
72	4749.459703900007	2.0117347800114658			0.0	Right Leg	46.0	2back
73	4751.4763102	2.0114757800183725			0.0	Right Leg	46.0	2back
74	4753.4930203999975	2.0116862800205126			0.0	Right Leg	46.0	2back
75	4755.509685900004	2.0115414799947757			0.0	Right Leg	46.0	2back
76	intensity:	50.0						
77	4777.558680099988	1.9790990600013174			1.0	Right Leg	46.0	2back
78	4779.543227499991	2.0097099800186697			1.0	Right Leg	46.0	2back
79	4781.559891099983	2.011894780007424			0.0	Right Leg	46.0	2back
80	4783.576784300007	2.0111374800035264			0.0	Right Leg	46.0	2back
81	4785.627012799989	1.9719586400315166			0.0	Right Leg	46.0	2back
82	4787.609958899993	2.0114852800033987			0.0	Right Leg	46.0	2back
83	4789.6266431999975	2.011340980010573			0.0	Right Leg	46.0	2back
84	4791.643440199987	2.0116579800087493			0.0	Right Leg	46.0	2back
85	4793.659996300004	2.011902980011655			0.0	Right Leg	46.0	2back
86	4795.676643399987	2.011891679954715			0.0	Right Leg	46.0	2back
87	intensity:	50.0						
88	4815.225669399981	1.9785531600064132			1.0	Right Leg	46.0	2back
89	4817.210181400005	2.0096472800069023			1.0	Right Leg	46.0	2back
90	4819.226888999983	2.0118158800178207			0.0	Right Leg	46.0	2back
91	4821.243607599987	2.0116842800052837			0.0	Right Leg	46.0	2back
92	4823.276186500007	1.9826256599917542			0.0	Right Leg	46.0	2back
93	4825.276865299995	2.0114803800242953			0.0	Right Leg	46.0	2back
94	4827.293604200007	2.011832880030852			0.0	Right Leg	46.0	2back
95	4829.310331899993	2.0115795799938496			0.0	Right Leg	46.0	2back
96	4831.326929500006	2.0117717800021637			0.0	Right Leg	46.0	2back
97	4833.343693500006	2.0115303799975663			0.0	Right Leg	46.0	2back
98	intensity:	50.0						
99	4857.892652099981	1.978475759999128			1.0	Right Leg	46.0	2back
100	4859.877113099996	2.009375980007462			1.0	Right Leg	46.0	2back
101	4861.893835700001	2.0117069800326135			0.0	Right Leg	46.0	2back
102	4863.910557099996	2.0118135799712036			0.0	Right Leg	46.0	2back
103	4865.97774479998	1.9616693199786823			0.0	Right Leg	46.0	2back
104	4867.94388799998	2.011229080002522			0.0	Right Leg	46.0	2back
105	4869.960469799989	2.0119975800043903			0.0	Right Leg	46.0	2back
106	4871.977307299996	2.0113667800033			0.0	Right Leg	46.0	2back
107	4873.993985399982	2.0117853800184093			0.0	Right Leg	46.0	2back
108	4876.010653000005	2.011655679991236			0.0	Right Leg	46.0	2back
109	intensity:	50.0						
110	4895.559608599986	1.978474260045914			1.0	Right Leg	46.0	2back
111	4897.544198999996	2.009451780002564			1.0	Right Leg	46.0	2back
112	4899.5607847000065	2.0115371799911372			0.0	Right Leg	46.0	2back
113	4901.577467900002	2.012100880034268			0.0	Right Leg	46.0	2back
114	4903.628033299989	1.981448740029009			0.0	Right Leg	46.0	2back
115	4905.610755500005	2.0113845800224226			0.0	Right Leg	46.0	2back
116	4907.627630000003	2.0119709800346754			0.0	Right Leg	46.0	2back
117	4909.644234399981	2.0109322800126392			0.0	Right Leg	46.0	2back
118	4911.660846999992	2.011876079981448			0.0	Right Leg	46.0	2back
119	4913.677579299983	2.0117732800135855			0.0	Right Leg	46.0	2back
120	intensity:	50.0						
121	4933.293361599994	1.9069150000286754			1.0	Right Leg	46.0	2back
122	4935.211089499993	2.009125079988735			1.0	Right Leg	46.0	2back
123	4937.227716499998	2.011815680016298			0.0	Right Leg	46.0	2back
124	4939.244444299984	2.011707879981259			0.0	Right Leg	46.0	2back
125	4941.2932220000075	1.9637611400103197			0.0	Right Leg	46.0	2back
126	4943.27774249998	2.0116883800073992			0.0	Right Leg	46.0	2back
127	4945.294411899988	2.0117814800178166			0.0	Right Leg	46.0	2back
128	4947.311261700001	2.0116723800310865			0.0	Right Leg	46.0	2back
129	4949.327753499994	2.0118194799870253			0.0	Right Leg	46.0	2back
130	4951.344421299989	2.011811480013421			0.0	Right Leg	46.0	2back
131	intensity:	50.0						
132	4975.926913000003	1.983692060020985			1.0	Right Leg	46.0	1back
133	4977.911398199998	2.0094639800081495			0.0	Right Leg	46.0	1back
134	4979.911444199999	2.0085941800207365			0.0	Right Leg	46.0	1back
135	4981.911500999995	2.0085487799951807			0.0	Right Leg	46.0	1back
136	4983.9620307000005	1.962551420001546			0.0	Right Leg	46.0	1back
137	4985.928172799991	2.0111861800251063			0.0	Right Leg	46.0	1back
138	4987.9281395	2.008063880028203			0.0	Right Leg	46.0	1back
139	4989.928137799987	2.0077976800093893			0.0	Right Leg	46.0	1back
140	4991.9282158999995	2.0082089800271206			0.0	Right Leg	46.0	1back
141	4993.928186999983	2.007846980006434			0.0	Right Leg	46.0	1back
142	intensity:	50.0						
143	5010.960496399988	1.96760367997922			1.0	Right Leg	46.0	1back
144	5012.9450105	2.0095170800050255			0.0	Right Leg	46.0	1back
145	5014.945058799989	2.007877779979026			0.0	Right Leg	46.0	1back
146	5016.945011100004	2.007848980021663			0.0	Right Leg	46.0	1back
147	5018.977242299996	1.9640919399971608			0.0	Right Leg	46.0	1back
148	5020.961730699986	2.0114208800077904			0.0	Right Leg	46.0	1back
149	5022.9616998999845	2.0071872800181154			0.0	Right Leg	46.0	1back
150	5024.961778900004	2.00692538000294			0.0	Right Leg	46.0	1back
151	5026.96175279998	2.0070914800162427			0.0	Right Leg	46.0	1back
152	5028.961829499982	2.0072461800300516			0.0	Right Leg	46.0	1back
153	intensity:	50.0						
154	5053.494210499979	1.9992251599906012			1.0	Right Leg	46.0	1back
155	5055.495242699981	2.0085983799945097			0.0	Right Leg	46.0	1back
156	5057.495360899979	2.0084550800092984			0.0	Right Leg	46.0	1back
157	5059.495373999991	2.0085009800095577			0.0	Right Leg	46.0	1back
158	5061.529091499979	1.969330740015721			0.0	Right Leg	46.0	1back
