	onset	duration	rt	response	correct	bodySite	temperature	condition
0	3711.6341642999905	1.9828816599911079			1.0	Left Face	46.0	1back
1	3713.6186309999903	2.009955980000086			0.0	Left Face	46.0	1back
2	3715.61870989998	2.0083494799910113			0.0	Left Face	46.0	1back
3	3717.618685399997	2.008616780018201			0.0	Left Face	46.0	1back
4	3719.685826000001	1.9424207000120077			0.0	Left Face	46.0	1back
5	3721.635439000005	2.011357780022081			0.0	Left Face	46.0	1back
6	3723.6353323999792	2.007835480006179			0.0	Left Face	46.0	1back
7	3725.6354246999836	2.008103879983537			0.0	Left Face	46.0	1back
8	3727.635476299998	2.008186580002075			0.0	Left Face	46.0	1back
9	3729.635448599991	2.008276080014184			0.0	Left Face	46.0	1back
10	intensity: 	50.0						
11	3754.1677624000004	1.9676157800131477			1.0	Left Face	46.0	1back
12	3756.1522624999925	2.0095042800239753			0.0	Left Face	46.0	1back
13	3758.1522601000033	2.0077309799962677			0.0	Left Face	46.0	1back
14	3760.152328600001	2.0077893800335005			0.0	Left Face	46.0	1back
15	3762.2196537999844	1.940065320028225			0.0	Left Face	46.0	1back
16	3764.1690394000034	2.011595279996982			0.0	Left Face	46.0	1back
17	3766.168975699984	2.007370080013061			0.0	Left Face	46.0	1back
18	3768.1690194999974	2.0072590799827594			0.0	Left Face	46.0	1back
19	3770.1690925000003	2.0073620800103527			0.0	Left Face	46.0	1back
20	3772.169065299997	2.007398279994959			0.0	Left Face	46.0	1back
21	intensity: 	50.0						
22	3789.201340300002	1.9677186800108757			1.0	Left Face	46.0	1back
23	3791.185881399986	2.009651580010541			0.0	Left Face	46.0	1back
24	3793.185903899983	2.009058380033821			0.0	Left Face	46.0	1back
25	3795.1859115999832	2.008883380010957			0.0	Left Face	46.0	1back
26	3797.2364306999953	1.9516057400032878			0.0	Left Face	46.0	1back
27	3799.2025702999963	2.0116007800097577			0.0	Left Face	46.0	1back
28	3801.202605600003	2.0083374800160527			0.0	Left Face	46.0	1back
29	3803.2026626000006	2.0080555799941067			0.0	Left Face	46.0	1back
30	3805.202636799979	2.0083567799883895			0.0	Left Face	46.0	1back
31	3807.2026902999787	2.008344380010385			0.0	Left Face	46.0	1back
32	intensity: 	50.0						
33	3829.234936199995	1.9675049799843691			1.0	Left Face	46.0	1back
34	3831.2195414000016	2.0095899800071493			0.0	Left Face	46.0	1back
35	3833.2194921000046	2.0081505799898878			0.0	Left Face	46.0	1back
36	3835.2195297	2.0082261800125707			0.0	Left Face	46.0	1back
37	3837.2700944999815	1.963111939985538			0.0	Left Face	46.0	1back
38	3839.2362223999808	2.01155897998251			0.0	Left Face	46.0	1back
39	3841.2363334999827	2.0074754800007213			0.0	Left Face	46.0	1back
40	3843.236249999987	2.0077267800224945			0.0	Left Face	46.0	1back
41	3845.2362623999943	2.0076914799865335			0.0	Left Face	46.0	1back
42	3847.236347600003	2.007407280005282			0.0	Left Face	46.0	1back
43	intensity: 	50.0						
44	3869.3019123999984	1.9797293599986006			1.0	Left Face	46.0	2back
45	3871.2864513999957	2.009468480013311			1.0	Left Face	46.0	2back
46	3873.3030932999973	2.0120471800037194			0.0	Left Face	46.0	2back
47	3875.319819199998	2.0117144800024107			0.0	Left Face	46.0	2back
48	3877.3685703999945	1.9666904399928171			0.0	Left Face	46.0	2back
49	3879.353144099994	2.011526780028362			0.0	Left Face	46.0	2back
50	3881.3698547999957	2.011728379991837			0.0	Left Face	46.0	2back
51	3883.3866313000035	2.011824279994471			0.0	Left Face	46.0	2back
52	3885.4032499000023	2.0118823800003156			0.0	Left Face	46.0	2back
53	3887.41982749998	2.0116967800131533			0.0	Left Face	46.0	2back
