	onset	duration	rt	response	correct	bodySite	temperature	condition
0	6507.455401199986	1.9833242600143421			1.0	Abdomen	46.0	1back
1	6509.4398239	2.0096087800338864			0.0	Abdomen	46.0	1back
2	6511.439932999987	2.0083991800202057			0.0	Abdomen	46.0	1back
3	6513.439966100006	2.008143379993271			0.0	Abdomen	46.0	1back
4	6515.488775000005	1.9625290399999358			0.0	Abdomen	46.0	1back
5	6517.4566958999785	2.0113020800054073			0.0	Abdomen	46.0	1back
6	6519.456687700003	2.0081826799723785			0.0	Abdomen	46.0	1back
7	6521.45670759998	2.0081297800061293			0.0	Abdomen	46.0	1back
8	6523.456714800006	2.008227380021708			0.0	Abdomen	46.0	1back
9	6525.4567406999995	2.0081300800084136			0.0	Abdomen	46.0	1back
10	intensity: 	50.0						
11	6552.489105299988	1.967739280022215			1.0	Abdomen	46.0	1back
12	6554.473641899996	2.009564380015945			0.0	Abdomen	46.0	1back
13	6556.473609599983	2.0074630799645092			0.0	Abdomen	46.0	1back
14	6558.473730900005	2.0077706800366286			0.0	Abdomen	46.0	1back
15	6560.540873799997	1.9391112200100906			0.0	Abdomen	46.0	1back
16	6562.490300899983	2.0115363799850456			0.0	Abdomen	46.0	1back
17	6564.49033879998	2.0092740800464526			0.0	Abdomen	46.0	1back
18	6566.490332099987	2.007086680008797			0.0	Abdomen	46.0	1back
19	6568.490423999989	2.007400480011711			0.0	Abdomen	46.0	1back
20	6570.490425199998	2.0075557800009847			0.0	Abdomen	46.0	1back
21	intensity: 	50.0						
22	6592.522794899996	1.9675004800083116			1.0	Abdomen	46.0	1back
23	6594.507218999992	2.0095034800178837			0.0	Abdomen	46.0	1back
24	6596.507292199996	2.0092111799749546			0.0	Abdomen	46.0	1back
25	6598.507409599988	2.0068776799889747			0.0	Abdomen	46.0	1back
26	6600.557720099983	1.9569590199971572			0.0	Abdomen	46.0	1back
27	6602.524241199979	2.0110971800168045			0.0	Abdomen	46.0	1back
28	6604.52405029998	2.0081710800295696			0.0	Abdomen	46.0	1back
