	onset	duration	trial_type	body_site	temp
0	2.771881000022404	1.9999874999048188	3-cue	Abdomen	
1	4.771868499927223	10.998668476357125	3-trial	Abdomen	
2	15.770664699957706	13.010788380051963	1	Abdomen	46.5
3	28.770007699960843	1.9832056999439374	3-cue	Abdomen	
4	30.75321339990478	11.012452080030926	3-trial	Abdomen	
5	41.755009899963625	1.9835330999922007	3-cue	Abdomen	
6	43.738542999955826	11.009011679911055	3-trial	Abdomen	
7	54.73807840002701	13.009970479994081	1	Abdomen	46.5
8	67.73805869999342	1.9829246998997405	3-cue	Abdomen	
9	69.72098339989316	11.010649180156179	3-trial	Abdomen	
10	80.72100979997776	13.011207380099222	2	Abdomen	41.0
11	93.72020129999146	13.013040679972619	4		
12	106.72072859993204	13.012215179973282	4		
13	119.72025269991718	13.013391179963946	1	Abdomen	46.5
14	132.72157079994213	1.9829874000279233	3-cue	Abdomen	
15	134.70455819997005	11.011315179988742	3-trial	Abdomen	
16	145.70555089996196	1.983002100023441	3-cue	Abdomen	
17	147.6885529999854	11.010215179878287	3-trial	Abdomen	
18	158.6881987999659	13.011489280033857	1	Abdomen	46.5
19	171.68834839994088	13.011420480092056	4		
20	184.68903869995847	1.9830201000440866	3-cue	Abdomen	
21	186.67205880000256	11.010558980051428	3-trial	Abdomen	
22	197.67213750001974	13.010972080053762	2	Abdomen	41.0
23	210.67175089998636	1.9829974999884143	3-cue	Abdomen	
24	212.65474839997478	11.012326180003583	3-trial	Abdomen	
25	223.6567205999745	1.9830136999953538	3-cue	Abdomen	
26	225.63973429996986	11.009199480060488	3-trial	Abdomen	
27	236.63926790002733	13.010645280010067	1	Abdomen	46.5
28	249.63894580001943	13.011505880043842	4		
29	262.63883009995334	13.01195898000151	2	Abdomen	41.0
30	275.63922160002403	13.011413980042562	4		
31	288.6392617999809	13.011569580063224	1	Abdomen	46.5
32	301.63931080000475	13.011695279972628	4		
33	314.63959099992644	13.011358779971488	4		
34	327.6396828999277	13.01138727995567	2	Abdomen	41.0
35	340.6393532999791	1.9830054000485688	3-cue	Abdomen	
36	342.6223587000277	11.012647880008444	3-trial	Abdomen	
37	353.62434859992936	13.009193579899147	4		
38	366.62263070000336	13.01281818014104	2	Abdomen	41.0
39	379.62275360000785	13.01279988011811	4		
40	392.62313630001154	13.012280480121262	4		
41	405.62302479997743	13.01272738003172	1	Abdomen	46.5
42	418.6234827999724	13.012011280050501	4		
43	431.62384389992803	13.011514979996718	1	Abdomen	46.5
44	444.6243543999735	13.010701879975386	4		
45	457.6238315999508	13.011967180063948	2	Abdomen	41.0
46	470.62475999991875	1.9829965999815613	3-cue	Abdomen	
47	472.6077565999003	11.010662080021575	3-trial	Abdomen	
48	483.6075309999287	13.011688979924656	2	Abdomen	41.0
49	496.60846080002375	1.983021799940616	3-cue	Abdomen	
50	498.59148259996437	11.010345780057833	3-trial	Abdomen	
51	509.5917653000215	13.010309480014257	2	Abdomen	41.0
52	Valence Rating:	-9.382716049382722			
53	Intensity Rating:	14.074074074074074			
54	Comfort Rating:	48.58024691358025			
