	onset	duration	trial_type	body_site	temp
0	2.7771278999280185	1.9830267000943422	3-cue	Right Leg	
1	4.760154600022361	11.010494794230908	3-trial	Right Leg	
2	15.76232219999656	13.010268510086462	2	Right Leg	38.5
3	28.77678869990632	1.9831775000784546	3-cue	Right Leg	
4	30.759966199984774	11.015010609757155	3-trial	Right Leg	
5	41.7624049000442	13.010503209894523	4		
6	54.76116289990023	13.01314600976184	2	Right Leg	38.5
7	67.76145239989273	1.9831625998485833	3-cue	Right Leg	
8	69.74461499974132	11.012948310235515	3-trial	Right Leg	
9	80.74657989991829	1.9831623998470604	3-cue	Right Leg	
10	82.72974229976535	11.009639110416174	3-trial	Right Leg	
11	93.72912540007383	13.011244310066104	1	Right Leg	48.0
12	106.72893829992972	1.9829903999343514	3-cue	Right Leg	
13	108.71192869986407	11.012144510168582	3-trial	Right Leg	
14	119.71271950006485	13.011110309744254	1	Right Leg	48.0
15	132.71265890006907	1.9835051000118256	3-cue	Right Leg	
16	134.6961640000809	11.011281209997833	3-trial	Right Leg	
17	145.69653819990344	13.010584010276943	4		
18	158.69617359992117	13.011520209955052	2	Right Leg	38.5
19	171.6962641000282	1.983189099933952	3-cue	Right Leg	
20	173.67945319996215	11.011686809826642	3-trial	Right Leg	
21	184.6798217999749	13.011292410083115	2	Right Leg	38.5
22	197.67999950004742	1.98349849996157	3-cue	Right Leg	
23	199.66349800000899	11.010991710005328	3-trial	Right Leg	
24	210.66406519990414	13.009901609970257	1	Right Leg	48.0
25	223.66410119994543	1.9836073000915349	3-cue	Right Leg	
26	225.64770850003697	11.009753010002896	3-trial	Right Leg	
27	236.64713619998656	13.010829010047019	1	Right Leg	48.0
28	249.64633190003224	13.012555610155687	4		
29	262.6468789000064	13.011681210016832	4		
30	275.6465419998858	13.012660010019317	1	Right Leg	48.0
31	288.6470514999237	1.983298899838701	3-cue	Right Leg	
32	290.6303503997624	11.011871310183778	3-trial	Right Leg	
33	301.63134229998104	13.01014611008577	2	Right Leg	38.5
34	314.63041300000623	13.01222360972315	4		
35	327.6309881999623	13.01127991010435	4		
36	340.6303644999862	13.012737410143018	2	Right Leg	38.5
37	353.63184749986976	13.009968110127375	4		
38	366.63045479985885	13.012971109943464	2	Right Leg	38.5
39	379.63041039998643	13.01327520981431	4		
40	392.63198469998315	13.01035920996219	4		
41	405.63149160007015	13.01157060987316	1	Right Leg	48.0
42	418.6320465998724	1.983294100034982	3-cue	Right Leg	
43	420.6153406999074	11.010658509796485	3-trial	Right Leg	
44	431.6157209998928	13.010141209932044	4		
45	444.6145643000491	13.01267911028117	1	Right Leg	48.0
46	457.61446529999375	13.013078110059723	4		
47	470.6151727999095	13.011881409911439	4		
48	483.615706600016	13.011013109935448	1	Right Leg	48.0
49	496.6166139000561	1.9831940999720246	3-cue	Right Leg	
50	498.59980800002813	11.009535509860143	3-trial	Right Leg	
51	509.5994756000582	13.010556710185483	2	Right Leg	38.5
52	Valence Rating:	-14.444444444444443			
53	Intensity Rating:	38.08641975308642			
54	Comfort Rating:	46.72839506172839			
