runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,fix_cross.started,fix_cross.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,EndingText.started,EndingText.stopped,ConfirmEnd.keys,ConfirmEnd.rt,ConfirmEnd.started,ConfirmEnd.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
stimuli/orders/stimOrder3.xlsx,3,0,0,0,1,0,33,33,33,,,,,,,,,,,,,,,,,,,1399.5516301,None,1399.5516301,None,1386.5511797000001,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder3.xlsx,3,0,0,0,1,0,34,34,34,,,,,,,,,,,,,,,,,,,1412.5512684,1412.5512684,1412.5512684,1412.5512684,,,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder3.xlsx,3,0,0,0,1,0,39,39,39,,,,,,,,,,,,,,,,,,,1477.5521721,None,1477.5521721,None,1464.5518506,1464.5518506,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder3.xlsx,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9444444444444429,1495.21009804,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder3.xlsx,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011123159999897325,10.022373459999926,22.15277777777778,1505.20905954,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder3.xlsx,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012199459999919782,10.00779736000004,62.22222222222222,1515.0601139400003,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,4,4,4,,,,,,,1573.0696784000002,1573.0696784000002,None,space,190.57803469999976,1573.0696784000002,None,,,,,,1844.7052166,None,1844.7052166,None,1831.6884428,1831.6884428,,,,,,,,,,,0.011352759999908812,None,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,6,6,6,,,,,,,,,,,,,,,,,,,1870.7054885999999,None,1870.7054885999999,None,1857.7053176000002,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,11,11,11,,,,,,,,,,,,,,,,,,,1935.7059378000001,None,1935.7059378000001,None,1922.7060236,1922.7060236,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,19,19,19,,,,,,,,,,,,,,,,,,,2039.7067755,None,2039.7067755,None,2026.7068738,2026.7068738,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,20,20,20,,,,,,,,,,,,,,,,,,,2052.7073358,2052.7073358,2052.7073358,2052.7073358,,,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,22,22,22,,,,,,,,,,,,,,,,,,,2078.7077566999997,None,2078.7077566999997,None,2065.7071963,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,23,23,23,,,,,,,,,,,,,,,,,,,2091.7070967,2091.7070967,2091.7070967,2091.7070967,,,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,29,29,29,,,,,,,,,,,,,,,,,,,2169.7083834,None,2169.7083834,None,2156.7079795,2156.7079795,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,30,30,30,,,,,,,,,,,,,,,,,,,2182.7081949999997,2182.7081949999997,2182.7081949999997,2182.7081949999997,,,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,34,34,34,,,,,,,,,,,,,,,,,,,2234.7090853,None,2234.7090853,None,2221.7085905999998,2221.7085905999998,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,36,36,36,,,,,,,,,,,,,,,,,,,2260.709329,None,2260.709329,None,2247.7085484,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,3,0,1,1,2,0,37,37,37,,,,,,,,,,,,,,,,,,,2273.7088214,2273.7088214,2273.7088214,2273.7088214,,,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2299.7092929,2299.7092929,0.0,2317.3503188400005,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011594859999604523,10.006720559999849,22.98611111111111,2327.3497521400004,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder5.xlsx,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012242459999924904,10.007927560000098,60.83333333333333,2337.18399534,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,0,0,0,,,,,,,2391.6934069999998,2391.6934069999998,None,space,199.20375449999983,2391.6934069999998,None,,,,,,2611.0953596,None,2611.0953596,None,,,,,,,,,,,,,0.011417460000302526,None,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,2676.0962876999997,None,2676.0962876999997,None,2663.0958081,2663.0958081,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,2715.0966660999998,None,2715.0966660999998,None,2702.0961466999997,2702.0961466999997,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,2741.0976063999997,None,2741.0976063999997,None,2728.0961954,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,2767.1135156,None,2767.1135156,None,2754.1134282999997,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,2793.1140295,None,2793.1140295,None,2780.1136325999996,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,2871.1144378999998,None,2871.1144378999998,None,2858.1140493999997,2858.1140493999997,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,26,26,26,,,,,,,,,,,,,,,,,,,2949.1147167,None,2949.1147167,None,2936.1149373999997,2936.1149373999997,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,28,28,28,,,,,,,,,,,,,,,,,,,2975.1153256999996,None,2975.1153256999996,None,2962.1149425,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,29,29,29,,,,,,,,,,,,,,,,,,,2988.1152743999996,2988.1152743999996,2988.1152743999996,2988.1152743999996,,,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,36,36,36,,,,,,,,,,,,,,,,,,,3079.1164126999997,None,3079.1164126999997,None,3066.1160833,3066.1160833,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,3,0,2,2,0,0,39,39,39,,,,,,,,,,,,,,,,,,,3118.1175706999998,None,3118.1175706999998,None,3105.1164375,3105.1164375,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.80555555555557,3133.291206640001,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011257959999511513,None,23.402777777777775,3142.09139814,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder1.xlsx,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011154360000091401,None,63.05555555555556,3147.3246180400006,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,2,2,2,,,,,,,3214.8174099999997,3214.8174099999997,None,space,191.9770897000003,3214.8174099999997,None,,,,,,3451.0528636,None,3451.0528636,None,3438.0193268,3438.0193268,,,,,,,,,,,0.011314459999539395,None,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,4,4,4,,,,,,,,,,,,,,,,,,,3477.0528698999997,None,3477.0528698999997,None,3464.0530245,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,9,9,9,,,,,,,,,,,,,,,,,,,3542.0535947,None,3542.0535947,None,3529.0535237,3529.0535237,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,15,15,15,,,,,,,,,,,,,,,,,,,3620.0545245999997,None,3620.0545245999997,None,3607.0541550999997,3607.0541550999997,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,16,16,16,,,,,,,,,,,,,,,,,,,3633.054421,3633.054421,3633.054421,3633.054421,,,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,18,18,18,,,,,,,,,,,,,,,,,,,3659.0550435,None,3659.0550435,None,3646.0545683,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,24,24,24,,,,,,,,,,,,,,,,,,,3737.0553157,None,3737.0553157,None,3724.0551989,3724.0551989,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,27,27,27,,,,,,,,,,,,,,,,,,,3776.0566484999995,None,3776.0566484999995,None,3763.0555520000003,3763.0555520000003,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,30,30,30,,,,,,,,,,,,,,,,,,,3815.0565079000003,None,3815.0565079000003,None,3802.0559018999998,3802.0559018999998,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,32,32,32,,,,,,,,,,,,,,,,,,,3841.0566280999997,None,3841.0566280999997,None,3828.0562115,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,33,33,33,,,,,,,,,,,,,,,,,,,3854.0560045999996,3854.0560045999996,3854.0560045999996,3854.0560045999996,,,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,3,0,3,3,3,0,35,35,35,,,,,,,,,,,,,,,,,,,3880.0565143999997,None,3880.0565143999997,None,3867.0569202,None,,,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3932.0570332,3932.0570332,14.027777777777771,3945.8139558399994,,,,,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012304660001063894,None,22.916666666666664,3951.414594040001,,,,,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
stimuli/orders/stimOrder7.xlsx,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011739859999579494,None,66.38888888888889,3957.3481822399995,,,,,,,,,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01155196000036085,None,4022.7576706999994,None,space,7.710394400000041,4022.7576706999994,None,3,F,1,1,L,MS,2021_May_07_1618,2020.2.5,bodymap1,60.02238835085293,"['Left Arm', 'Right Face', 'Right Arm', 'Left Face']",
