	onset	duration	trial_type	body_site	temp
0	2.766819199998281	12.99392958896351	4		
1	15.760687800000596	13.011710070008121	1	Chest	45.0
2	28.778737499997078	1.9833413000014843	3-cue	Chest	
3	30.762078799998562	11.009125839991611	3-trial	Chest	
4	41.76270579999982	1.9830461999954423	3-cue	Chest	
5	43.745751999995264	11.008348070005013	3-trial	Chest	
6	54.74539689999801	13.009532870004477	2	Chest	35.0
7	67.74539029999869	1.982931099999405	3-cue	Chest	
8	69.7283213999981	11.010169770001085	3-trial	Chest	
9	80.72986970000056	1.9830489000014495	3-cue	Chest	
10	82.71291860000201	11.007973869993293	3-trial	Chest	
11	93.712646699998	13.008986270011519	2	Chest	35.0
12	106.71154579999711	13.011363469995558	4		
13	119.71207839999988	13.01049896999757	4		
14	132.7116259999966	13.011598769997363	2	Chest	35.0
15	145.71257589999732	1.9833041000019875	3-cue	Chest	
16	147.6958799999993	11.009936970003764	3-trial	Chest	
17	158.69639910000114	13.00913617000333	2	Chest	35.0
18	171.69588609999482	1.9830093999989913	3-cue	Chest	
19	173.6788954999938	11.010670069998014	3-trial	Chest	
20	184.67982219999976	13.009388470003614	1	Chest	45.0
21	197.67903239999578	1.9827435000042897	3-cue	Chest	
22	199.66177590000007	11.011760369998228	3-trial	Chest	
23	210.66443119999894	1.9831727999990107	3-cue	Chest	
24	212.64760399999795	11.007335570000578	3-trial	Chest	
25	223.6469192000004	13.009049870001036	1	Chest	45.0
26	236.6457184999963	13.011653670000669	4		
27	249.64643960000103	1.9833410999999614	3-cue	Chest	
28	251.629780700001	11.010388369999419	3-trial	Chest	
29	262.6308912999957	13.00837077000324	2	Chest	35.0
30	275.63046929999837	13.009411769999133	4		
31	288.6300052999941	13.010517470007471	1	Chest	45.0
32	301.62997759999416	13.010775070004456	4		
33	314.63068799999746	13.009545870001602	4		
34	327.6297703999953	13.011472370002593	1	Chest	45.0
35	340.6305071999959	1.9829058000032092	3-cue	Chest	
36	342.6134129999991	11.01064206999581	3-trial	Chest	
37	353.6145480999985	13.009086770005524	1	Chest	45.0
38	366.6142886999951	13.009812970005441	4		
39	379.6140605999972	13.010447469998326	2	Chest	35.0
40	392.6145816999997	1.9837199999965378	3-cue	Chest	
41	394.5983016999962	11.00921357000334	3-trial	Chest	
42	405.5988658999995	13.007887270003266	1	Chest	45.0
43	418.5981909999973	13.009431669997866	4		
44	431.5978629999954	13.010312570004317	1	Chest	45.0
45	444.59831519999716	13.009612170004402	4		
46	457.5977836999955	13.01085406999482	2	Chest	35.0
47	470.59779569999955	13.01103547000821	4		
48	483.59834209999826	13.01013337000768	4		
49	496.5984485999943	13.010110970011738	2	Chest	35.0
50	509.5987318999978	1.9828103999971063	3-cue	Chest	
51	511.5815422999949	11.010274569998728	3-trial	Chest	
52	Valence Rating:	-6.049382716049394			
53	Intensity Rating:	65.0			
54	Comfort Rating:	55.18518518518518			
