	SID	date	gender	session	handedness	scanner	onset	duration	repetition	rating	body_site	keys	temperature	conditionrt	mouseclick	biopac_channel	condition	rt	value
0	9999	2022_Sep_07_1607	m	1	r	MS	2.786138600000413	5.017681039993477								198	Instructions		
1	9999	2022_Sep_07_1607	m	1	r	MS	7.955850099999225	2.032443379997858								8	Cue		
2	9999	2022_Sep_07_1607	m	1	r	MS	10.005064699998911	8.008982039995317								9	Pre-Jitter		
3	9999	2022_Sep_07_1607	m	1	r	MS	18.020324199998868	20.004540759997326								22	Heat-Stimulation		
4	9999	2022_Sep_07_1607	m	1	r	MS	38.04398510000101	5.003341759995237								10	Mid-Jitter		
5	9999	2022_Sep_07_1607	m	1	r	MS	43.09901230000105	5.002851919998648								42	PainBinary		1.0
6	9999	2022_Sep_07_1607	m	1	r	MS	48.168234000000666	5.007982800001628								40	IntensityRating	4.957638199997746	48.27160493827161
7	9999	2022_Sep_07_1607	m	1	r	MS	53.21542390000104	5.006810339997173								40	ToleranceRating	1.5632556000018667	42.530864197530875
8	9999	2022_Sep_07_1607	m	1	r	MS	58.248449300001084	4.996865959998104								11	Post-Q-Jitter		
9	9999	2022_Sep_07_1607	m	1	r	MS	63.39926059999925	2.0212075999988883								8	Cue		
10	9999	2022_Sep_07_1607	m	1	r	MS	65.43508139999904	8.007878659998823								9	Pre-Jitter		
11	9999	2022_Sep_07_1607	m	1	r	MS	73.46110849999968	19.99838135999744								22	Heat-Stimulation		
12	9999	2022_Sep_07_1607	m	1	r	MS	93.48384060000171	6.997330059999513								10	Mid-Jitter		
13	9999	2022_Sep_07_1607	m	1	r	MS	100.54098819999854	5.0073332200008736								42	PainBinary		0.0
14	9999	2022_Sep_07_1607	m	1	r	MS	105.59408489999987	5.012027220000164								40	IntensityRating		50.0
15	9999	2022_Sep_07_1607	m	1	r	MS	110.63040940000064	5.0162457400001585								40	ToleranceRating		50.0
16	9999	2022_Sep_07_1607	m	1	r	MS	115.66827249999915	6.994610059999104								11	Post-Q-Jitter		
17	9999	2022_Sep_07_1607	m	1	r	MS	122.82694579999952	2.018189099995652								8	Cue		
18	9999	2022_Sep_07_1607	m	1	r	MS	124.87223280000035	4.0057833600003505								9	Pre-Jitter		
19	9999	2022_Sep_07_1607	m	1	r	MS	128.89685699999973	20.002394259998255								22	Heat-Stimulation		
20	9999	2022_Sep_07_1607	m	1	r	MS	148.92186829999991	4.998527659998217								10	Mid-Jitter		
21	9999	2022_Sep_07_1607	m	1	r	MS	153.97805879999942	5.012075720002031								42	PainBinary		0.0
22	9999	2022_Sep_07_1607	m	1	r	MS	159.03344840000136	5.012077819996193								40	IntensityRating		50.0
23	9999	2022_Sep_07_1607	m	1	r	MS	164.07062850000148	5.014480639994872								40	ToleranceRating		50.0
24	9999	2022_Sep_07_1607	m	1	r	MS	169.107058900001	4.997405459998845								11	Post-Q-Jitter		
25	9999	2022_Sep_07_1607	m	1	r	MS	174.2558640999996	2.025638200000685								8	Cue		
26	9999	2022_Sep_07_1607	m	1	r	MS	176.2931658999987	8.009338359999674								9	Pre-Jitter		
27	9999	2022_Sep_07_1607	m	1	r	MS	184.32131730000037	19.995775560000766								22	Heat-Stimulation		
28	9999	2022_Sep_07_1607	m	1	r	MS	204.3405285000008	5.00346055999762								10	Mid-Jitter		
29	9999	2022_Sep_07_1607	m	1	r	MS	209.3975156000015	5.015234019996569								42	PainBinary		0.0
30	9999	2022_Sep_07_1607	m	1	r	MS	214.45344459999978	5.014061220001167								40	IntensityRating		50.0
31	9999	2022_Sep_07_1607	m	1	r	MS	219.4925919999987	5.012787539999408								40	ToleranceRating		50.0
32	9999	2022_Sep_07_1607	m	1	r	MS	224.5272412000013	4.999247859999741								11	Post-Q-Jitter		
33	9999	2022_Sep_07_1607	m	1	r	MS	229.68938889999845	2.017491099999461								8	Cue		
34	9999	2022_Sep_07_1607	m	1	r	MS	231.7297374000009	6.0133093600015854								9	Pre-Jitter		
35	9999	2022_Sep_07_1607	m	1	r	MS	237.75763519999964	20.001796060001652								22	Heat-Stimulation		
36	9999	2022_Sep_07_1607	m	1	r	MS	257.7810682999989	8.997826560000249								10	Mid-Jitter		
37	9999	2022_Sep_07_1607	m	1	r	MS	266.8367631000001	5.008897119994799								42	PainBinary		0.0
38	9999	2022_Sep_07_1607	m	1	r	MS	271.91385850000006	5.015529400003288								40	IntensityRating		50.0
39	9999	2022_Sep_07_1607	m	1	r	MS	276.9639395000013	5.008940339997935								40	ToleranceRating		50.0
40	9999	2022_Sep_07_1607	m	1	r	MS	281.99808109999867	8.993106459998671								11	Post-Q-Jitter		
41	9999	2022_Sep_07_1607	m	1	r	MS	291.14802979999877	2.0157857999984117								8	Cue		
42	9999	2022_Sep_07_1607	m	1	r	MS	293.1801712000015	8.00980055999753								9	Pre-Jitter		
43	9999	2022_Sep_07_1607	m	1	r	MS	301.20810340000025	19.996605859996635								22	Heat-Stimulation		
44	9999	2022_Sep_07_1607	m	1	r	MS	321.2490609000015	7.0089373199989495								10	Mid-Jitter		
