	condition	correct	duration	mouseclick	onset	rt	score	SID	date	gender	session
0	Practice 0-back	0.0	1.7984043300093617		81.12534690000757		0.0	9999	2022_Sep_08_1045	m	99
1	Practice 0-back	0.0	1.9313790500018513		82.97262339999725		0.0	9999	2022_Sep_08_1045	m	99
2	Practice 0-back	0.0	1.933847539999988		84.96092440000211		0.0	9999	2022_Sep_08_1045	m	99
3	Practice 0-back	0.0	1.9355180400016252		86.95894539999426		0.0	9999	2022_Sep_08_1045	m	99
4	Practice 0-back	0.0	1.9460132400126895		88.95411720000266		0.0	9999	2022_Sep_08_1045	m	99
5	Practice 0-back	0.0	1.9407795400038594		90.95272119999572		0.0	9999	2022_Sep_08_1045	m	99
6	Practice 0-back	0.0	1.942398740007775		92.95014919999812		0.0	9999	2022_Sep_08_1045	m	99
7	Practice 0-back	0.0	1.9467609400016954		94.94629910000367		0.0	9999	2022_Sep_08_1045	m	99
8	Practice 0-back	0.0	1.9476510500098811		96.96372250000422		0.0	9999	2022_Sep_08_1045	m	99
9	Practice 0-back	0.0	1.9439073399989866		98.96045959999901		0.0	9999	2022_Sep_08_1045	m	99
10	Practice 0-back	0.0	1.9369280400132993		100.96235889999662		0.0	9999	2022_Sep_08_1045	m	99
11	Practice 0-back	0.0	1.9303553399950033		102.96558800000639		0.0	9999	2022_Sep_08_1045	m	99
12	Practice 0-back	0.0	1.9260206399922026		104.96527149999747		0.0	9999	2022_Sep_08_1045	m	99
13	Practice 0-back	0.0	1.9424028400098905		106.95536229999561		0.0	9999	2022_Sep_08_1045	m	99
14	Practice 0-back	0.0	1.9335303400002886		108.95890179999697		0.0	9999	2022_Sep_08_1045	m	99
15	Practice 0-back	0.0	1.9275379400060046		110.96044429999893		0.0	9999	2022_Sep_08_1045	m	99
16	Practice 0-back	0.0	1.927275340014603		112.95889460000035		0.0	9999	2022_Sep_08_1045	m	99
17	Practice 0-back	0.0	1.9200375400105258		114.96073459999752		0.0	9999	2022_Sep_08_1045	m	99
18	Practice 0-back	0.0	1.950212029987597		116.94622019999952		0.0	9999	2022_Sep_08_1045	m	99
19	Practice 0-back	0.0	1.9451884400041308		118.96038730000146		0.0	9999	2022_Sep_08_1045	m	99
20	Practice 0-back	0.0	1.9397743300214643		120.95429530000547		0.0	9999	2022_Sep_08_1045	m	99
21	Practice 0-back	0.0	1.9397143400128698		122.95968549999816		0.0	9999	2022_Sep_08_1045	m	99
22	Practice 0-back	0.0	1.9322970299981534		124.95377920000465		0.0	9999	2022_Sep_08_1045	m	99
23	Practice 0-back	0.0	1.9322531299840193		126.95182420000492		0.0	9999	2022_Sep_08_1045	m	99
24	Practice 0-back	0.0	1.9445137399889063		128.95416350000596		0.0	9999	2022_Sep_08_1045	m	99
25	Practice 0-back	0.0	1.9435275399882812		130.95208139999886		0.0	9999	2022_Sep_08_1045	m	99
26	Practice 0-back	0.0	1.936248340003658		132.9538567999989		0.0	9999	2022_Sep_08_1045	m	99
27	Practice 0-back	0.0	1.9365436300140573		134.94388429999526		0.0	9999	2022_Sep_08_1045	m	99
28	Practice 0-back	0.0	1.9615508400165709		136.94706180000503		0.0	9999	2022_Sep_08_1045	m	99
29	Practice 0-back	0.0	1.91660304000834		138.97655429999577		0.0	9999	2022_Sep_08_1045	m	99
