	condition	correct	duration	mouseclick	onset	rt	score	SID	date	gender	session
0	Practice 0-back	0.0	1.8855668699834496		244.0931966000062		0.0	9999	2022_Sep_08_1045	m	99
1	Practice 0-back	0.0	1.9410852300061379		246.0332175000076		0.0	9999	2022_Sep_08_1045	m	99
2	Practice 0-back	0.0	1.9070924499974353		248.06803530000616		0.0	9999	2022_Sep_08_1045	m	99
3	Practice 0-back	1.0	1.9355738300218945	0	250.03281509999943	0.3968736999959219	3.3333333333333335	9999	2022_Sep_08_1045	m	99
4	Practice 0-back	1.0	1.8984097600041423	0	252.0741377999948	0.14224629999080207	6.666666666666667	9999	2022_Sep_08_1045	m	99
5	Practice 0-back	1.0	1.8816635700059123	0	254.09188619999622	0.4845440999924904	10.0	9999	2022_Sep_08_1045	m	99
6	Practice 0-back	1.0	1.9453451400040649	0	256.03099870000733	1.5852975000016158	13.333333333333334	9999	2022_Sep_08_1045	m	99
7	Practice 0-back	1.0	1.9264495400129817	0	258.03984630000195	0.033777499993448146	16.666666666666668	9999	2022_Sep_08_1045	m	99
8	Practice 0-back	1.0	1.947113949994673	0	260.0462397000083	0.19135179999284446	20.0	9999	2022_Sep_08_1045	m	99
9	Practice 0-back	1.0	1.9020342600124422	0	262.0851391000033	1.0254165999940597	23.333333333333332	9999	2022_Sep_08_1045	m	99
10	Practice 0-back	1.0	1.893813560018316	0	264.0903015000076	0.05282630000147037	26.666666666666668	9999	2022_Sep_08_1045	m	99
11	Practice 0-back	1.0	1.91851103999943	0	266.05417459999444	0.3789948000048753	30.0	9999	2022_Sep_08_1045	m	99
12	Practice 0-back	1.0	1.9019485500175506	0	268.0725056000083	0.14690479999990202	33.333333333333336	9999	2022_Sep_08_1045	m	99
13	Practice 0-back	1.0	1.9387333399790805	0	270.0428114999959	1.7852159000030952	36.666666666666664	9999	2022_Sep_08_1045	m	99
14	Practice 0-back	1.0	1.896648260008078	0	272.0803586999973	0.18093899999803398	40.0	9999	2022_Sep_08_1045	m	99
15	Practice 0-back	1.0	1.913605550013017	0	274.06136849999893	0.04935450000630226	43.333333333333336	9999	2022_Sep_08_1045	m	99
16	Practice 0-back	1.0	1.9208646499901079	0	276.0544391000003	0.3032390000007581	46.666666666666664	9999	2022_Sep_08_1045	m	99
17	Practice 0-back	1.0	1.9079774499987252	0	278.05976449999434	0.14408040000125766	50.0	9999	2022_Sep_08_1045	m	99
18	Practice 0-back	1.0	1.9428127500141272	0	280.05029820000345	0.0	53.333333333333336	9999	2022_Sep_08_1045	m	99
19	Practice 0-back	1.0	1.899623060002341	0	282.0864307000011	0.1485357999918051	56.666666666666664	9999	2022_Sep_08_1045	m	99
20	Practice 0-back	1.0	1.9176916500146035	0	284.0753122000024	0.05485850000695791	60.0	9999	2022_Sep_08_1045	m	99
21	Practice 0-back	1.0	1.9378456400008872	0	286.0423114000005	0.024779300001682714	63.333333333333336	9999	2022_Sep_08_1045	m	99
22	Practice 0-back	1.0	1.9295218500046758	0	288.0563805999991	0.05828759999712929	66.66666666666667	9999	2022_Sep_08_1045	m	99
23	Practice 0-back	1.0	1.9230633400002262	0	290.04729279999447	0.20048709999537095	70.0	9999	2022_Sep_08_1045	m	99
24	Practice 0-back	1.0	1.9255098499997985	0	292.05515490000835	0.19016899999405723	73.33333333333333	9999	2022_Sep_08_1045	m	99
25	Practice 0-back	1.0	1.9258686399989529	0	294.04610639999737	0.0498383000085596	76.66666666666667	9999	2022_Sep_08_1045	m	99
26	Practice 0-back	1.0	1.905733550011064	0	296.06804589999956	0.22054509998997673	80.0	9999	2022_Sep_08_1045	m	99
27	Practice 0-back	1.0	1.8902030699973693	0	298.0820651999966	0.1879447999963304	83.33333333333333	9999	2022_Sep_08_1045	m	99
28	Practice 0-back	1.0	1.8840022700169357	0	300.09509719999915	0.20684139999502804	86.66666666666667	9999	2022_Sep_08_1045	m	99
29	Practice 0-back	1.0	1.9254953499912517	0	302.06560909999826	0.03911099999095313	90.0	9999	2022_Sep_08_1045	m	99
