	condition	correct	duration	mouseclick	onset	rt	score	SID	date	gender	session
0	Practice 2-back	0.0	1.859037989997887	0.0	479.9113193000085	1.1620134000113467	0.0	9999	2022_Sep_08_1045	m	99
1	Practice 2-back	1.0	1.9462672299996484		481.82116760000645		3.3333333333333335	9999	2022_Sep_08_1045	m	99
2	Practice 2-back	0.0	1.9097998600045685	2	483.86068830000295	0.3647752999968361	3.3333333333333335	9999	2022_Sep_08_1045	m	99
3	Practice 2-back	1.0	1.9292928400100209	2	485.8360156999988	0.03944740000588354	6.666666666666667	9999	2022_Sep_08_1045	m	99
4	Practice 2-back	1.0	1.915405940002529	2	487.8397670999984	0.16020450000360142	10.0	9999	2022_Sep_08_1045	m	99
5	Practice 2-back	1.0	1.9076965500134975	2	489.856225800002	0.09097899998596404	13.333333333333334	9999	2022_Sep_08_1045	m	99
6	Practice 2-back	1.0	1.9240569399989909	2	491.83186790000764	0.08833420000155456	16.666666666666668	9999	2022_Sep_08_1045	m	99
7	Practice 2-back	1.0	1.9081796599930385	2	493.856543300004	0.1799716000095941	20.0	9999	2022_Sep_08_1045	m	99
8	Practice 2-back	0.0	1.9432914500066545	2	495.8382987000077	0.2050427999929525	20.0	9999	2022_Sep_08_1045	m	99
9	Practice 2-back	1.0	1.926841449996573	2	497.85720199999923	0.21831939999538008	23.333333333333332	9999	2022_Sep_08_1045	m	99
10	Practice 2-back	1.0	1.9121188499993877	2	499.86111450000317	0.051867500005755574	26.666666666666668	9999	2022_Sep_08_1045	m	99
11	Practice 2-back	0.0	1.9367275400145445	2	501.8341860000073	0.14371249999385327	26.666666666666668	9999	2022_Sep_08_1045	m	99
12	Practice 2-back	1.0	1.9311052499979269	2	503.8452352000022	0.054255700000794604	30.0	9999	2022_Sep_08_1045	m	99
13	Practice 2-back	1.0	1.8960369599953992	2	505.87059849999787	0.16249489999609068	33.333333333333336	9999	2022_Sep_08_1045	m	99
14	Practice 2-back	1.0	1.9195730399951572	2	507.8383695000084	0.06580070000200067	36.666666666666664	9999	2022_Sep_08_1045	m	99
15	Practice 2-back	1.0	1.9180018500046572	2	509.860428400003	0.20520250000117812	40.0	9999	2022_Sep_08_1045	m	99
16	Practice 2-back	1.0	1.9262183399987407	2	511.8307480000076	0.8823773999902187	43.333333333333336	9999	2022_Sep_08_1045	m	99
17	Practice 2-back	1.0	1.905153159998008	2	513.8600048999942	0.2528474999999162	46.666666666666664	9999	2022_Sep_08_1045	m	99
18	Practice 2-back	0.0	1.9544040399923688	2	515.823340700008	0.322781800001394	46.666666666666664	9999	2022_Sep_08_1045	m	99
19	Practice 2-back	1.0	1.9083644500205992	2	517.8611050000036	0.46296829999482725	50.0	9999	2022_Sep_08_1045	m	99
20	Practice 2-back	1.0	1.9245909500168636	2	519.8505117000022	0.07698340000933968	53.333333333333336	9999	2022_Sep_08_1045	m	99
21	Practice 2-back	0.0	1.9355659300053958	2	521.8265469000034	0.16266869999526534	53.333333333333336	9999	2022_Sep_08_1045	m	99
22	Practice 2-back	1.0	1.9293715499952668	2	523.8460945999977	0.040380299993557855	56.666666666666664	9999	2022_Sep_08_1045	m	99
23	Practice 2-back	1.0	1.9368458399985684	2	525.8298231000081	0.07967059999646153	60.0	9999	2022_Sep_08_1045	m	99
24	Practice 2-back	1.0	1.9265623399987817	2	527.8353975000064	0.08346940000774339	63.333333333333336	9999	2022_Sep_08_1045	m	99
25	Practice 2-back	1.0	1.9449269300239393	2	529.8141028999962	0.1697889000060968	66.66666666666667	9999	2022_Sep_08_1045	m	99
26	Practice 2-back	0.0	1.9313107400084846	2	531.8288503000076	0.1518880000076024	66.66666666666667	9999	2022_Sep_08_1045	m	99
27	Practice 2-back	1.0	1.91960583999753	2	533.8332134000084	0.3957481999968877	70.0	9999	2022_Sep_08_1045	m	99
28	Practice 2-back	1.0	1.919075440018787	2	535.8348582000035	0.22605769999790937	73.33333333333333	9999	2022_Sep_08_1045	m	99
29	Practice 2-back	1.0	1.945004049979616	2	537.8347801000054	0.0378086999990046	76.66666666666667	9999	2022_Sep_08_1045	m	99
