	SID	biopac_channel	body_site	condition	correct	date	duration	handedness	mouseclick	onset	rt	scanner	score	session	sex	skin_site	temperature	value
0	2248	51	Chest	Expectancy		2023_Apr_08_1752	5.016001080162823	R		3.4256897000595927	3.1503373000305146	MH		03	M	99		66.72839506172839
1	2248	45	Chest	2-back Instruction		2023_Apr_08_1752	5.008351299911737	R		8.837498500011861		MH		03	M	99		
2	2248	7	Chest	Pre-trial Jitter		2023_Apr_08_1752	9.004008919931948	R		13.848054500063881		MH		03	M	99		
3	2248	44.0	Chest	pretrialfixation		2023_Apr_08_1752	1.0040114601142704	R		23.13981379987672		MH		03	M	99		
4	2248		Chest	2-back	1.0	2023_Apr_08_1752	1.990741719957441	R		24.146443699952215		MH	12.5	03	M	99	48.0	
5	2248		Chest	2-back	1.0	2023_Apr_08_1752	1.9865225199609995	R		26.156902299961075		MH	25.0	03	M	99	48.0	
6	2248		Chest	2-back	1.0	2023_Apr_08_1752	1.9871993197593838	R	0	28.156557499896735	0.6305040998850018	MH	37.5	03	M	99	48.0	
7	2248		Chest	2-back	1.0	2023_Apr_08_1752	1.9873366199899465	R	2	30.15650639985688	0.7472788000013679	MH	50.0	03	M	99	48.0	
8	2248		Chest	2-back	1.0	2023_Apr_08_1752	1.9872709198389202	R	2	32.156579199945554	1.347081599989906	MH	62.5	03	M	99	48.0	
9	2248		Chest	2-back	1.0	2023_Apr_08_1752	1.9876042199321091	R	2	34.156399299856275	1.047190599841997	MH	75.0	03	M	99	48.0	
10	2248		Chest	2-back	1.0	2023_Apr_08_1752	1.987662920029834	R	0	36.156405200017616	0.8634989999700338	MH	87.5	03	M	99	48.0	
11	2248		Chest	2-back	1.0	2023_Apr_08_1752	1.9873768200632185	R	0	38.15656209993176	0.8841095000971109	MH	100.0	03	M	99	48.0	
12	2248	48.0	Chest	ScoreReport		2023_Apr_08_1752	5.000200220150873	R		40.166837099939585		MH		03	M	99		
13	2248	8	Chest	Post-trial Jitter		2023_Apr_08_1752	6.994607680011541	R		45.22803290002048		MH		03	M	99		
14	2248	20	Chest	PainBinary		2023_Apr_08_1752	4.999867740320042	R		52.24213939998299	1.5335840000770986	MH		03	M	99		1.0
15	2248	21	Chest	IntensityRating		2023_Apr_08_1752	5.010665940120816	R		57.261803899891675	2.6166867001447827	MH		03	M	99		53.888888888888886
16	2248	23	Chest	DistractBinary		2023_Apr_08_1752	5.002699540229514	R		62.290837300010026	2.233684799866751	MH		03	M	99		1.0
17	2248	9	Chest	Post-Q-Jitter		2023_Apr_08_1752	7.009492719778791	R		67.2958162999712		MH		03	M	99		
18	2248	51	Chest	Expectancy		2023_Apr_08_1752	5.007388260215521	R		74.50527199986391	3.617068500025198	MH		03	M	99		59.814814814814824
19	2248	45	Chest	2-back Instruction		2023_Apr_08_1752	5.015086199855432	R		79.90148840006441		MH		03	M	99		
20	2248	7	Chest	Pre-trial Jitter		2023_Apr_08_1752	7.001087219920009	R		84.91684719990008		MH		03	M	99		
21	2248	44.0	Chest	pretrialfixation		2023_Apr_08_1752	0.9939642597455531	R		92.21213359991089		MH		03	M	99		
22	2248		Chest	2-back	1.0	2023_Apr_08_1752	1.988489120034501	R		93.21487189992331		MH	12.5	03	M	99	48.0	
