	condition	correct	duration	mouseclick	onset	rt	score	SID	date	sex	session
0	Practice 2-back	1.0	1.9773766999132931		415.873147000093		3.3333333333333335	1234	2022_Sep_13_1323	f	1
1	Practice 2-back	1.0	1.9783386001363397		417.87288720021024		6.666666666666667	1234	2022_Sep_13_1323	f	1
2	Practice 2-back	0.0	1.9765056003816426	2	419.87290570000187	0.5462430999614298	6.666666666666667	1234	2022_Sep_13_1323	f	1
3	Practice 2-back	0.0	1.9766277000308037	0	421.8729380001314	0.8629989000037313	6.666666666666667	1234	2022_Sep_13_1323	f	1
4	Practice 2-back	0.0	1.977188699413091		423.87293890025467		6.666666666666667	1234	2022_Sep_13_1323	f	1
5	Practice 2-back	0.0	1.9772847001440823		425.87298589991406		6.666666666666667	1234	2022_Sep_13_1323	f	1
6	Practice 2-back	1.0	1.97641670005396	2	427.87296860013157	0.36582589987665415	10.0	1234	2022_Sep_13_1323	f	1
7	Practice 2-back	0.0	1.9755746005102992	0	429.87299320008606	0.7295381003059447	10.0	1234	2022_Sep_13_1323	f	1
8	Practice 2-back	1.0	1.9766382002271712	0	431.87300360016525	1.029560999944806	13.333333333333334	1234	2022_Sep_13_1323	f	1
9	Practice 2-back	1.0	1.9771298998966813	2	433.8730256999843	0.9129202999174595	16.666666666666668	1234	2022_Sep_13_1323	f	1
10	Practice 2-back	0.0	1.976394500117749	0	435.87305530020967	0.7295103003270924	16.666666666666668	1234	2022_Sep_13_1323	f	1
11	Practice 2-back	0.0	1.9765957999043167	2	437.8730557002127	0.5290315998718143	16.666666666666668	1234	2022_Sep_13_1323	f	1
12	Practice 2-back	0.0	1.976954400073737		439.8730736002326		16.666666666666668	1234	2022_Sep_13_1323	f	1
13	Practice 2-back	0.0	1.9771270998753607	0	441.87308720033616	0.7129854997619987	16.666666666666668	1234	2022_Sep_13_1323	f	1
14	Practice 2-back	0.0	1.977126200683415		443.8730961000547		16.666666666666668	1234	2022_Sep_13_1323	f	1
15	Practice 2-back	0.0	1.9771929001435637	0	445.8731221999042	0.3656615000218153	16.666666666666668	1234	2022_Sep_13_1323	f	1
16	Practice 2-back	0.0	1.976314800325781		447.87313649989665		16.666666666666668	1234	2022_Sep_13_1323	f	1
17	Practice 2-back	0.0	1.9763062996789813		449.8731928002089		16.666666666666668	1234	2022_Sep_13_1323	f	1
18	Practice 2-back	1.0	1.9769422002136707	0	451.8731843000278	0.9128694999963045	20.0	1234	2022_Sep_13_1323	f	1
19	Practice 2-back	0.0	1.975787099916488	0	453.87321340013295	0.6292818002402782	20.0	1234	2022_Sep_13_1323	f	1
20	Practice 2-back	1.0	1.9773508994840086	2	455.87321410002187	0.8962048999965191	23.333333333333332	1234	2022_Sep_13_1323	f	1
21	Practice 2-back	1.0	1.9770157998427749	0	457.87322549987584	0.6463528000749648	26.666666666666668	1234	2022_Sep_13_1323	f	1
22	Practice 2-back	1.0	1.9772599996067584	2	459.8732281001285	0.6628723000176251	30.0	1234	2022_Sep_13_1323	f	1
23	Practice 2-back	0.0	1.975949500221759	0	461.8732777000405	0.5958791999146342	30.0	1234	2022_Sep_13_1323	f	1
24	Practice 2-back	1.0	1.9767030999064445	2	463.8732745000161	0.7317539001815021	33.333333333333336	1234	2022_Sep_13_1323	f	1
25	Practice 2-back	0.0	1.9756854996085167	0	465.8732886002399	0.8629832002334297	33.333333333333336	1234	2022_Sep_13_1323	f	1
26	Practice 2-back	0.0	1.976927500218153	2	467.8733021002263	0.44628839986398816	33.333333333333336	1234	2022_Sep_13_1323	f	1
27	Practice 2-back	0.0	1.9762393003329635		469.87331940000877		33.333333333333336	1234	2022_Sep_13_1323	f	1
28	Practice 2-back	0.0	1.9766174997203052	0	471.8733679000288	0.2795760999433696	33.333333333333336	1234	2022_Sep_13_1323	f	1
29	Practice 2-back	1.0	1.9771138997748494	2	473.8733546999283	0.5654752999544144	36.666666666666664	1234	2022_Sep_13_1323	f	1
