	condition	correct	duration	mouseclick	onset	rt	score	SID	date	sex	session
0	Practice 2-back	1.0	1.975940200034529		250.08839219994843		3.3333333333333335	1234	2022_Sep_13_1323	f	1
1	Practice 2-back	1.0	1.9790544002316892		252.0710212001577		6.666666666666667	1234	2022_Sep_13_1323	f	1
2	Practice 2-back	1.0	1.9769847998395562	0	254.0882085999474	0.39619759982451797	10.0	1234	2022_Sep_13_1323	f	1
3	Practice 2-back	0.0	1.9771139002405107		256.08821840025485		10.0	1234	2022_Sep_13_1323	f	1
4	Practice 2-back	0.0	1.9759354004636407		258.0882419999689		10.0	1234	2022_Sep_13_1323	f	1
5	Practice 2-back	0.0	1.9766182000748813	0	260.08827760023996	0.6796024003997445	10.0	1234	2022_Sep_13_1323	f	1
6	Practice 2-back	0.0	1.976740699261427	0	262.0882832999341	0.5292222001589835	10.0	1234	2022_Sep_13_1323	f	1
7	Practice 2-back	0.0	1.9770184992812574		264.0878097000532		10.0	1234	2022_Sep_13_1323	f	1
8	Practice 2-back	0.0	1.9765453995205462		266.08830669987947		10.0	1234	2022_Sep_13_1323	f	1
9	Practice 2-back	0.0	1.9773239996284246		268.0883142002858		10.0	1234	2022_Sep_13_1323	f	1
10	Practice 2-back	0.0	1.9775990000925958		270.08831700030714		10.0	1234	2022_Sep_13_1323	f	1
11	Practice 2-back	1.0	1.976602700073272	0	272.0883730002679	0.44625760009512305	13.333333333333334	1234	2022_Sep_13_1323	f	1
12	Practice 2-back	0.0	1.9765856000594795		274.08837269991636		13.333333333333334	1234	2022_Sep_13_1323	f	1
13	Practice 2-back	0.0	1.977027500513941	0	276.08838899992406	0.5296652000397444	13.333333333333334	1234	2022_Sep_13_1323	f	1
14	Practice 2-back	0.0	1.9764684000983834		278.08840960031375		13.333333333333334	1234	2022_Sep_13_1323	f	1
15	Practice 2-back	0.0	1.975457000080496		280.0883293002844		13.333333333333334	1234	2022_Sep_13_1323	f	1
16	Practice 2-back	0.0	1.9770347001031041		282.0884402003139		13.333333333333334	1234	2022_Sep_13_1323	f	1
17	Practice 2-back	0.0	1.9771866002120078		284.08844979992136		13.333333333333334	1234	2022_Sep_13_1323	f	1
18	Practice 2-back	0.0	1.975903999991715		286.0884799999185		13.333333333333334	1234	2022_Sep_13_1323	f	1
19	Practice 2-back	0.0	1.977089500054717	0	288.08849050011486	0.8628742001019418	13.333333333333334	1234	2022_Sep_13_1323	f	1
20	Practice 2-back	0.0	1.9768208004534245		290.0885036000982		13.333333333333334	1234	2022_Sep_13_1323	f	1
21	Practice 2-back	0.0	1.9771585003472865		292.08852249989286		13.333333333333334	1234	2022_Sep_13_1323	f	1
22	Practice 2-back	1.0	1.9771945998072624	2	294.08853730000556	1.179607399739325	16.666666666666668	1234	2022_Sep_13_1323	f	1
23	Practice 2-back	1.0	1.9761077002622187	2	296.0885497001	1.0034436997957528	20.0	1234	2022_Sep_13_1323	f	1
24	Practice 2-back	0.0	1.977316299919039		298.0885733002797		20.0	1234	2022_Sep_13_1323	f	1
25	Practice 2-back	0.0	1.9756343006156385	0	300.08859350020066	0.8295404999516904	20.0	1234	2022_Sep_13_1323	f	1
26	Practice 2-back	0.0	1.976163299754262		302.0886059999466		20.0	1234	2022_Sep_13_1323	f	1
27	Practice 2-back	0.0	1.9765731003135443	0	304.08862300030887	0.47904409980401397	20.0	1234	2022_Sep_13_1323	f	1
28	Practice 2-back	0.0	1.975694800261408		306.0886361999437		20.0	1234	2022_Sep_13_1323	f	1
29	Practice 2-back	0.0	1.9772685002535582	0	308.0886520999484	0.9625022001564503	20.0	1234	2022_Sep_13_1323	f	1
