	condition	correct	duration	mouseclick	onset	rt	score	SID	date	sex	session
0	Practice 2-back	1.0	1.9773458000272512		334.42240760009736		3.3333333333333335	1234	2022_Sep_13_1323	f	1
1	Practice 2-back	1.0	1.9788029002957046		336.42221770016477		6.666666666666667	1234	2022_Sep_13_1323	f	1
2	Practice 2-back	1.0	1.9769228002987802	0	338.4222345999442	0.4295892002992332	10.0	1234	2022_Sep_13_1323	f	1
3	Practice 2-back	0.0	1.9770508999936283		340.42225560033694		10.0	1234	2022_Sep_13_1323	f	1
4	Practice 2-back	0.0	1.9773625005036592		342.4222574001178		10.0	1234	2022_Sep_13_1323	f	1
5	Practice 2-back	1.0	1.9768628999590874	2	344.4223048002459	0.4795014001429081	13.333333333333334	1234	2022_Sep_13_1323	f	1
6	Practice 2-back	1.0	1.9771994999609888	2	346.42229790007696	0.9456464000977576	16.666666666666668	1234	2022_Sep_13_1323	f	1
7	Practice 2-back	1.0	1.97506109951064	2	348.4223152999766	0.9129571998491883	20.0	1234	2022_Sep_13_1323	f	1
8	Practice 2-back	0.0	1.9759414996951818	2	350.42236230010167	0.4628612999804318	20.0	1234	2022_Sep_13_1323	f	1
9	Practice 2-back	1.0	1.9765761997550726	2	352.4223821000196	0.7128880000673234	23.333333333333332	1234	2022_Sep_13_1323	f	1
10	Practice 2-back	0.0	1.9745090999640524	0	354.4224034002982	0.8127687000669539	23.333333333333332	1234	2022_Sep_13_1323	f	1
11	Practice 2-back	0.0	1.9753248002380133	2	356.42238590028137	0.29580850014463067	23.333333333333332	1234	2022_Sep_13_1323	f	1
12	Practice 2-back	0.0	1.976458499673754	0	358.42238820018247	0.5461009000428021	23.333333333333332	1234	2022_Sep_13_1323	f	1
13	Practice 2-back	1.0	1.9762401999905705	2	360.4224200001918	0.32952520018443465	26.666666666666668	1234	2022_Sep_13_1323	f	1
14	Practice 2-back	1.0	1.9746619001962245	2	362.42242990015075	0.2795528997667134	30.0	1234	2022_Sep_13_1323	f	1
15	Practice 2-back	0.0	1.9753916994668543	0	364.42241290025413	0.6962054003961384	30.0	1234	2022_Sep_13_1323	f	1
16	Practice 2-back	1.0	1.9770108005031943	2	366.42246900033206	0.59625060018152	33.333333333333336	1234	2022_Sep_13_1323	f	1
17	Practice 2-back	1.0	1.9770377003587782	2	368.42240029992536	0.6297294003888965	36.666666666666664	1234	2022_Sep_13_1323	f	1
18	Practice 2-back	1.0	1.977069600019604	0	370.4224984999746	0.8324906998313963	40.0	1234	2022_Sep_13_1323	f	1
19	Practice 2-back	0.0	1.9772402001544833	0	372.4224149999209	0.9464388000778854	40.0	1234	2022_Sep_13_1323	f	1
20	Practice 2-back	1.0	1.9771848004311323	2	374.4225280000828	0.6653979001566768	43.333333333333336	1234	2022_Sep_13_1323	f	1
21	Practice 2-back	1.0	1.9771120003424585	0	376.42254699999467	0.7489709001965821	46.666666666666664	1234	2022_Sep_13_1323	f	1
22	Practice 2-back	1.0	1.9769967999309301	2	378.4225638001226	0.7821953999809921	50.0	1234	2022_Sep_13_1323	f	1
23	Practice 2-back	0.0	1.976882299873978	0	380.42258570017293	0.5129881999455392	50.0	1234	2022_Sep_13_1323	f	1
24	Practice 2-back	1.0	1.9764959998428822	2	382.4225866999477	0.31293500028550625	53.333333333333336	1234	2022_Sep_13_1323	f	1
25	Practice 2-back	1.0	1.9764025998301804	2	384.42263239994645	0.5127607001923025	56.666666666666664	1234	2022_Sep_13_1323	f	1
26	Practice 2-back	1.0	1.9770736997015774	0	386.42263510031626	0.3794252001680434	60.0	1234	2022_Sep_13_1323	f	1
27	Practice 2-back	1.0	1.9757771003060043	2	388.42266920022666	0.8127770000137389	63.333333333333336	1234	2022_Sep_13_1323	f	1
28	Practice 2-back	0.0	1.9772568996995687	0	390.4226377001032	0.6463208999484777	63.333333333333336	1234	2022_Sep_13_1323	f	1
29	Practice 2-back	0.0	1.9763810001313686	0	392.4226714000106	0.8796540996991098	63.333333333333336	1234	2022_Sep_13_1323	f	1
