	condition	correct	duration	mouseclick	onset	rt	score	SID	date	sex	session
0	Practice 0-back	0.0	1.9795545004308224		72.25343189993873		0.0	1234	2022_Sep_13_1323	f	1
1	Practice 0-back	0.0	1.975045499857515		74.2534143999219		0.0	1234	2022_Sep_13_1323	f	1
2	Practice 0-back	0.0	1.9761021002195776		76.25342460023239		0.0	1234	2022_Sep_13_1323	f	1
3	Practice 0-back	0.0	1.9753612000495195		78.25345030007884		0.0	1234	2022_Sep_13_1323	f	1
4	Practice 0-back	0.0	1.97739759972319		80.25348140019923		0.0	1234	2022_Sep_13_1323	f	1
5	Practice 0-back	0.0	1.9764698003418744		82.25347900018096		0.0	1234	2022_Sep_13_1323	f	1
6	Practice 0-back	0.0	1.9769988995976746		84.25349340029061		0.0	1234	2022_Sep_13_1323	f	1
7	Practice 0-back	0.0	1.9762320001609623		86.25352280028164		0.0	1234	2022_Sep_13_1323	f	1
8	Practice 0-back	0.0	1.9762928998097777		88.25352320028469		0.0	1234	2022_Sep_13_1323	f	1
9	Practice 0-back	0.0	1.9766815002076328		90.25357630010694		0.0	1234	2022_Sep_13_1323	f	1
10	Practice 0-back	0.0	1.976853299420327		92.25356290023774		0.0	1234	2022_Sep_13_1323	f	1
11	Practice 0-back	0.0	1.976852800231427		94.25357459997758		0.0	1234	2022_Sep_13_1323	f	1
12	Practice 0-back	0.0	1.9769865996204317		96.25359040033072		0.0	1234	2022_Sep_13_1323	f	1
13	Practice 0-back	0.0	1.9771885997615755		98.25360660022125		0.0	1234	2022_Sep_13_1323	f	1
14	Practice 0-back	0.0	1.977424900047481		100.25361880008131		0.0	1234	2022_Sep_13_1323	f	1
15	Practice 0-back	1.0	1.9763883999548852	0	102.25364060001448	0.5129281999543309	3.3333333333333335	1234	2022_Sep_13_1323	f	1
16	Practice 0-back	1.0	1.9762451006099582	0	104.25364369992167	0.49632119992747903	6.666666666666667	1234	2022_Sep_13_1323	f	1
17	Practice 0-back	1.0	1.9763090000487864	0	106.25367349991575	0.3122294000349939	10.0	1234	2022_Sep_13_1323	f	1
18	Practice 0-back	1.0	1.9759905994869769	0	108.2536996002309	0.49616009974852204	13.333333333333334	1234	2022_Sep_13_1323	f	1
19	Practice 0-back	1.0	1.9771959003992379	0	110.2537138001062	0.24599780002608895	16.666666666666668	1234	2022_Sep_13_1323	f	1
20	Practice 0-back	1.0	1.9771396997384727	0	112.25371860014275	0.2963100001215935	20.0	1234	2022_Sep_13_1323	f	1
21	Practice 0-back	1.0	1.9758152002468705	0	114.25374149996787	0.3787902998737991	23.333333333333332	1234	2022_Sep_13_1323	f	1
22	Practice 0-back	1.0	1.9766022004187107	0	116.25376760028303	0.2482103002257645	26.666666666666668	1234	2022_Sep_13_1323	f	1
23	Practice 0-back	1.0	1.9771535000763834	0	118.25379389990121	0.24601700017228723	30.0	1234	2022_Sep_13_1323	f	1
24	Practice 0-back	1.0	1.9763576001860201	0	120.2537813000381	0.36280319979414344	33.333333333333336	1234	2022_Sep_13_1323	f	1
25	Practice 0-back	1.0	1.9770422005094588	0	122.25380850024521	0.2794961999170482	36.666666666666664	1234	2022_Sep_13_1323	f	1
26	Practice 0-back	1.0	1.9758568997494876	0	124.25384599994868	0.5628915000706911	40.0	1234	2022_Sep_13_1323	f	1
27	Practice 0-back	1.0	1.9774288996122777	0	126.25383580010384	0.6463719997555017	43.333333333333336	1234	2022_Sep_13_1323	f	1
28	Practice 0-back	1.0	1.9773317007347941	0	128.25384620018303	0.9321147999726236	46.666666666666664	1234	2022_Sep_13_1323	f	1
29	Practice 0-back	1.0	1.9771971004083753	0	130.25386349996552	0.5286697000265121	50.0	1234	2022_Sep_13_1323	f	1
