	SID	day	sex	session	handedness	scanner	onset	duration	value	body_site	temperature	condition	keys	rt	phase	biopac_channel
0	99	1	m	99	r	MS	2.7840988999814726	5.014514800102916		Left Leg	48.5	Instructions			Control	19
1	99	1	m	99	r	MS	7.809329299983801	5.037630120001268	62.77777777777778	Left Leg	48.5	Expectancy		0.8374328000063542	Control	44
2	99	1	m	99	r	MS	13.241462300007697	2.0395780399849173		Left Leg	48.5	Cue			Control	6
3	99	1	m	99	r	MS	15.294435399991926	1.0335995200148318		Left Leg	48.5	Pre-Jitter			Control	7
4	99	1	m	99	r	MS	16.324201999988873	1.0413970199879259		Left Leg	48.5	Control Heat 			Control	15
5	99	1	m	99	r	MS	17.359090299985837	1.0382196200080216		Left Leg	48.5	Mid-Jitter			Control	8
6	99	1	m	99	r	MS	18.40763929998502	5.006676319957478	-1.0	Left Leg	48.5	PainBinary		0.9022925000172108	Control	20
7	99	1	m	99	r	MS	28.43819379998604	1.0077815201948397		Left Leg	48.5	Post-Q-Jitter			Control	9
8	99	1	m	99	r	MS	29.49362850000034	20.006229740014533	-25.740740740740748	Left Leg	48.5	ComfortRating		19.968295200000284	Control	26
9	99	1	m	99	r	MS	49.52246999999625	0.881310239987215	79.62962962962963	Left Leg	48.5	ValenceRating		0.8310335999995004	Control	24
10	99	1	m	99	r	MS	50.41338719998021	0.7311486399848945	21.11111111111111	Left Leg	48.5	IntensityRating		0.667601499997545	Control	26
11	99	1	m	99	r	MS	51.15635919998749	0.7841134399932344	77.59259259259258	Left Leg	48.5	AvoidanceRating		0.7173311999940779	Control	27
12	99	1	m	99	r	MS	51.97377929999493	0.98714623998967	40.09259259259259	Left Leg	48.5	RelaxationRating		0.939693599997554	Control	28
13	99	1	m	99	r	MS	53.00767819999601	0.7494904399791267	81.85185185185185	Left Leg	48.5	AttentionRating		0.7029112000018358	Control	29
14	99	1	m	99	r	MS	53.79623589999392	0.7342811400012579	23.796296296296298	Left Leg	48.5	BoredomRating		0.6985819000110496	Control	30
15	99	1	m	99	r	MS	54.55595389998052	0.7127950400172267	65.55555555555557	Left Leg	48.5	AlertnessRating		0.6687798000057228	Control	31
16	99	1	m	99	r	MS	55.28965339998831	0.6791924399731215	-59.074074074074076	Left Leg	48.5	PosThxRating		0.6334338000160642	Control	32
17	99	1	m	99	r	MS	55.9775748999964	0.8044496200163849	58.888888888888886	Left Leg	48.5	NegThxRating		0.7666335999965668	Control	33
18	99	1	m	99	r	MS	56.81064630000037	0.7036912199982908	-43.518518518518526	Left Leg	48.5	SelfRating		0.664935200009495	Control	34
19	99	1	m	99	r	MS	57.54078869998921	0.8760032200079877	49.81481481481481	Left Leg	48.5	OtherRating		0.8366851999890059	Control	35
20	99	1	m	99	r	MS	58.46357699998771	1.0980659399647266	-43.518518518518526	Left Leg	48.5	ImageryRating		1.062418899993645	Control	32
21	99	1	m	99	r	MS	59.583281300001545	1.1589024400163908	47.22222222222223	Left Leg	48.5	PresentRating		1.0995341000088956	Control	37
