	onset	duration	intensity	bodySite	temperature	condition	pretrial-jitter
0	2.7737362000043504	5.011322900012601		Left Leg	49.0	Experience Instruction	
1	12.865210799995111	12.90656814997783		Left Leg	49.0	Experience Phase	5.0
2	30.788329100003466	5.011222609959077	40.80246913580247	Left Leg	49.0	Intensity Rating	5.0
3	40.84026729999459	12.956874329975108		Left Leg	49.0	Experience Phase	5.0
4	60.80420050001703	5.0132828099885955	44.382716049382715	Left Leg	49.0	Intensity Rating	7.0
5	68.84043740000925	12.97368281998206		Left Leg	49.0	Experience Phase	3.0
6	88.8213284999947	5.012820810021367	40.925925925925924	Left Leg	49.0	Intensity Rating	7.0
7	96.90920809999807	12.919928549992619		Left Leg	49.0	Experience Phase	3.0
8	116.83821139999782	5.012818210001569	45.98765432098765	Left Leg	49.0	Intensity Rating	7.0
9	124.90066330000991	12.937517429993022		Left Leg	49.0	Experience Phase	3.0
10	142.85525120000239	5.012549509992823	46.11111111111111	Left Leg	49.0	Intensity Rating	5.0
11	152.89428810001118	12.967399719986133		Left Leg	49.0	Experience Phase	5.0
12	168.87225090002175	5.012280410010135	44.938271604938265	Left Leg	49.0	Intensity Rating	3.0
13	180.92298230002052	12.960451730003115		Left Leg	49.0	Experience Phase	7.0
14	198.88928010000382	5.012051909987349	43.2716049382716	Left Leg	49.0	Intensity Rating	5.0
15	208.94618590001483	12.94791343001998		Left Leg	49.0	Experience Phase	5.0
16	228.90630790000432	5.011876709992066	43.76543209876543	Left Leg	49.0	Intensity Rating	7.0
17	236.95227800001157	12.95280251998338		Left Leg	49.0	Experience Phase	3.0
18	256.92331730001024	5.01164491000236	46.48148148148148	Left Leg	49.0	Intensity Rating	7.0
19	264.96909920001053	12.953011119971052		Left Leg	49.0	Experience Phase	3.0
20	282.940382700006	5.011355110007571	45.24691358024691	Left Leg	49.0	Intensity Rating	5.0
21	292.9761744000134	12.972663919965271		Left Leg	49.0	Experience Phase	5.0
22	310.95741120001185	5.011168409982929	44.567901234567906	Left Leg	49.0	Intensity Rating	5.0
23	321.00894660002086	12.957584229996428		Left Leg	49.0	Experience Phase	5.0
24	340.9733938999998	5.012883910007076	46.9753086419753	Left Leg	49.0	Intensity Rating	7.0
25	349.03165300001274	12.94598763002432		Left Leg	49.0	Experience Phase	3.0
26	364.9904458000092	5.012635510007385	46.85185185185185	Left Leg	49.0	Intensity Rating	3.0
27	377.06184450001456	12.936126739979954		Left Leg	49.0	Experience Phase	7.0
28	397.00748900001054	5.012409709976055	45.24691358024691	Left Leg	49.0	Intensity Rating	7.0
29	405.04874930001097	12.962848819966894		Left Leg	49.0	Experience Phase	3.0
30	425.02271160000237	5.015753009996843	46.9753086419753	Left Leg	49.0	Intensity Rating	7.0
31	433.06640790001256	12.961295419983799		Left Leg	49.0	Experience Phase	3.0
32	451.041524500004	5.011965909972787	46.04938271604939	Left Leg	49.0	Intensity Rating	5.0
33	Comfort Rating:	13.086419753086417					
34	Valence Rating:	26.91358024691357					
35	Intensity Rating:	64.62962962962962					
36	Pain Avoidance Rating:	79.69135802469137					
37	Body Relaxation Rating:	58.76543209876544					
38	TaskAttention Rating:	89.44444444444444					
39	Boredom Rating:	63.39506172839506					
40	Pain Alertnessance Rating:	-24.5679012345679					
41	Positive Thoughts Rating:	-100.0					
42	Negative Thoughts Rating:	100.0					
43	Self-Thoughts Rating:	15.802469135802454					
