	condition	correct	duration	mouseclick	onset	rt	score	SID	date	gender	session
0	Practice 0-back	0.0	1.9602425599950948		232.25329580000107		0.0	999	2022_Sep_07_2200	m	1
1	Practice 0-back	0.0	1.9743095900048502		234.2229049000016		0.0	999	2022_Sep_07_2200	m	1
2	Practice 0-back	0.0	1.9815913799975533		236.22624270000233		0.0	999	2022_Sep_07_2200	m	1
3	Practice 0-back	0.0	1.971613489993615		238.2206296000004		0.0	999	2022_Sep_07_2200	m	1
4	Practice 0-back	0.0	1.9725895900046453		240.21925660000124		0.0	999	2022_Sep_07_2200	m	1
5	Practice 0-back	0.0	1.973784389992943		242.21639430000505		0.0	999	2022_Sep_07_2200	m	1
6	Practice 0-back	0.0	1.9670984900003532		244.21762640000088		0.0	999	2022_Sep_07_2200	m	1
7	Practice 0-back	0.0	1.971155990002444		246.21486659999937		0.0	999	2022_Sep_07_2200	m	1
8	Practice 0-back	0.0	1.9732139900006587		248.2120505999992		0.0	999	2022_Sep_07_2200	m	1
9	Practice 0-back	0.0	1.9828200899937656		250.2135530000014		0.0	999	2022_Sep_07_2200	m	1
10	Practice 0-back	0.0	1.981423179997364		252.23056770000403		0.0	999	2022_Sep_07_2200	m	1
11	Practice 0-back	1.0	1.9712495900021167	0	254.22512560000177	0.5152927000017371	3.3333333333333335	999	2022_Sep_07_2200	m	1
12	Practice 0-back	1.0	1.9718564900031197	0	256.2224363999994	0.06525250000413507	6.666666666666667	999	2022_Sep_07_2200	m	1
13	Practice 0-back	1.0	1.9716681899953983	0	258.2208462000053	0.05218750000494765	10.0	999	2022_Sep_07_2200	m	1
14	Practice 0-back	1.0	1.9654713900017668	0	260.22215490000235	0.3118333000020357	13.333333333333334	999	2022_Sep_07_2200	m	1
15	Practice 0-back	1.0	1.965340089991514	0	262.2203781000062	0.04539159999694675	16.666666666666668	999	2022_Sep_07_2200	m	1
16	Practice 0-back	1.0	1.973019889999705	0	264.21500700000615	0.2824467999962508	20.0	999	2022_Sep_07_2200	m	1
17	Practice 0-back	1.0	1.9646670799993444	0	266.22635780000564	0.18802279999363236	23.333333333333332	999	2022_Sep_07_2200	m	1
18	Practice 0-back	1.0	1.969909790001111	0	268.21348380000563	0.21841970000241417	26.666666666666668	999	2022_Sep_07_2200	m	1
19	Practice 0-back	1.0	1.9858765899916762	0	270.2118286000041	0.18466439999610884	30.0	999	2022_Sep_07_2200	m	1
20	Practice 0-back	1.0	1.9737956899916753	0	272.2251142000023	0.18319200000405544	33.333333333333336	999	2022_Sep_07_2200	m	1
21	Practice 0-back	1.0	1.9684133900009328	0	274.2262375999999	0.1628491999945254	36.666666666666664	999	2022_Sep_07_2200	m	1
22	Practice 0-back	1.0	1.97737577999942	0	276.22852010000497	0.3267353999981424	40.0	999	2022_Sep_07_2200	m	1
23	Practice 0-back	1.0	1.9747968800002127	0	278.2275035999992	0.19182200000068406	43.333333333333336	999	2022_Sep_07_2200	m	1
24	Practice 0-back	1.0	1.9689016900010756	0	280.22144500000286	0.11633209999854444	46.666666666666664	999	2022_Sep_07_2200	m	1
25	Practice 0-back	1.0	1.9728405900023063	0	282.21765890000097	0.2499281000054907	50.0	999	2022_Sep_07_2200	m	1
26	Practice 0-back	1.0	1.9733876900063478	0	284.21521100000245	0.5323600000047009	53.333333333333336	999	2022_Sep_07_2200	m	1
27	Practice 0-back	1.0	1.9811384799977532	0	286.2184555999993	0.09432679999736138	56.666666666666664	999	2022_Sep_07_2200	m	1
28	Practice 0-back	1.0	1.9817050799974822	0	288.2166075999994	0.2951751000000513	60.0	999	2022_Sep_07_2200	m	1
29	Practice 0-back	1.0	1.989831189996039	0	290.2106681000005	0.5994432000006782	63.333333333333336	999	2022_Sep_07_2200	m	1
