	condition	correct	duration	mouseclick	onset	rt	score	SID	date	gender	session
0	Practice 2-back	1.0	1.9746190099904197		192.36475610000343		100.0	999	2022_Sep_07_2209	m	1
1	Practice 2-back	1.0	1.9740725700030453		194.34922070000175		100.0	999	2022_Sep_07_2209	m	1
2	Practice 2-back	0.0	1.9704232700023567		196.34975390000182		100.0	999	2022_Sep_07_2209	m	1
3	Practice 2-back	0.0	1.9810792399948696		198.35057860000234		100.0	999	2022_Sep_07_2209	m	1
4	Practice 2-back	0.0	1.971383270007209		200.34630150000157		100.0	999	2022_Sep_07_2209	m	1
5	Practice 2-back	0.0	1.9730488400018658		202.35207040000387		100.0	999	2022_Sep_07_2209	m	1
6	Practice 2-back	0.0	1.9713870699997642		204.34203930000513		100.0	999	2022_Sep_07_2209	m	1
7	Practice 2-back	0.0	1.961925939998764		206.3539086000019		100.0	999	2022_Sep_07_2209	m	1
8	Practice 2-back	0.0	1.9982734399964102		208.3428563999987		100.0	999	2022_Sep_07_2209	m	1
9	Practice 2-back	0.0	1.9703397699995548		210.35470989999885		100.0	999	2022_Sep_07_2209	m	1
10	Practice 2-back	0.0	1.9742962699965574		212.35122330000013		100.0	999	2022_Sep_07_2209	m	1
11	Practice 2-back	0.0	1.9719352699976298		214.35046729999885		100.0	999	2022_Sep_07_2209	m	1
12	Practice 2-back	0.0	1.9655135700013489		216.35178740000265		100.0	999	2022_Sep_07_2209	m	1
13	Practice 2-back	0.0	1.9813802399949054		218.3505329000036		100.0	999	2022_Sep_07_2209	m	1
14	Practice 2-back	0.0	1.9690720400030841		220.35552660000394		100.0	999	2022_Sep_07_2209	m	1
15	Practice 2-back	0.0	1.9737817399945925		222.35183730000426		100.0	999	2022_Sep_07_2209	m	1
16	Practice 2-back	0.0	1.968569069998921		224.34356030000345		100.0	999	2022_Sep_07_2209	m	1
17	Practice 2-back	0.0	1.968428269996366		226.34262039999885		100.0	999	2022_Sep_07_2209	m	1
18	Practice 2-back	0.0	1.9667156699943007		228.34168399999908		100.0	999	2022_Sep_07_2209	m	1
19	Practice 2-back	0.0	1.9889518700001645		230.3372892000043		100.0	999	2022_Sep_07_2209	m	1
20	Practice 2-back	0.0	1.9812852399918484		232.35620270000072		100.0	999	2022_Sep_07_2209	m	1
21	Practice 2-back	0.0	1.9807654399992316		234.3548260000025		100.0	999	2022_Sep_07_2209	m	1
22	Practice 2-back	0.0	1.9687020700002904		236.35081380000338		100.0	999	2022_Sep_07_2209	m	1
23	Practice 2-back	0.0	1.968355769997288		238.34955790000095		100.0	999	2022_Sep_07_2209	m	1
24	Practice 2-back	0.0	1.965830269997241		240.34845820000191		100.0	999	2022_Sep_07_2209	m	1
25	Practice 2-back	0.0	1.9717738699982874		242.3439778000029		100.0	999	2022_Sep_07_2209	m	1
26	Practice 2-back	0.0	1.9732838700074353		244.34247440000036		100.0	999	2022_Sep_07_2209	m	1
27	Practice 2-back	0.0	1.9657411700027296		246.34379210000043		100.0	999	2022_Sep_07_2209	m	1
28	Practice 2-back	0.0	1.969895539994468		248.35034360000282		100.0	999	2022_Sep_07_2209	m	1
29	Practice 2-back	0.0	1.9878512700015563		250.3384464000046		100.0	999	2022_Sep_07_2209	m	1
