	condition	correct	duration	mouseclick	onset	rt	score	SID	date	gender	session
0	Practice 0-back	1.0	1.9742834100034088	0.0	118.6579774999991	0.5854798000000301	3.3333333333333335	999	2022_Sep_07_2209	m	1
1	Practice 0-back	1.0	1.968918170001416	0.0	120.64714490000188	0.22910399999818765	6.666666666666667	999	2022_Sep_07_2209	m	1
2	Practice 0-back	1.0	1.9730390700060525	0.0	122.64332380000269	0.2649431999961962	10.0	999	2022_Sep_07_2209	m	1
3	Practice 0-back	1.0	1.980150240000512	0.0	124.64549729999999	0.06353840000519995	13.333333333333334	999	2022_Sep_07_2209	m	1
4	Practice 0-back	1.0	1.971584070008248	0.0	126.63916550000431	0.1150915000034729	16.666666666666668	999	2022_Sep_07_2209	m	1
5	Practice 0-back	1.0	1.9587336399999913	0.0	128.6536350000024	0.2163289999953122	20.0	999	2022_Sep_07_2209	m	1
6	Practice 0-back	1.0	1.9769295700025395	0.0	130.6334222000005	0.1514030999969691	23.333333333333332	999	2022_Sep_07_2209	m	1
7	Practice 0-back	1.0	1.968039770006726	0.0	132.63633449999907	0.17981480000162264	26.666666666666668	999	2022_Sep_07_2209	m	1
8	Practice 0-back	1.0	1.9928784700096003	0.0	134.63139890000457	0.08387600000423845	30.0	999	2022_Sep_07_2209	m	1
9	Practice 0-back	1.0	1.9751789700021618	0.0	136.6459840000025	0.08359820000623586	33.333333333333336	999	2022_Sep_07_2209	m	1
10	Practice 0-back	1.0	1.9783521400022437	0.0	138.65222970000468	0.24383859999943525	36.666666666666664	999	2022_Sep_07_2209	m	1
11	Practice 0-back	1.0	1.97266607000347	0.0	140.64499200000137	0.11528900000121212	40.0	999	2022_Sep_07_2209	m	1
12	Practice 0-back	1.0	1.9769736700036447	0.0	142.64101830000436	0.06696779999765567	43.333333333333336	999	2022_Sep_07_2209	m	1
13	Practice 0-back	1.0	1.972875870007556	0.0	144.64121500000329	0.38104699999530567	46.666666666666664	999	2022_Sep_07_2209	m	1
14	Practice 0-back	1.0	1.9752874699988752	0.0	146.63810580000427	0.21588640000118176	50.0	999	2022_Sep_07_2209	m	1
15	Practice 0-back	1.0	1.977123369993933	0.0	148.63622739999846	0.14967179999803193	53.333333333333336	999	2022_Sep_07_2209	m	1
16	Practice 0-back	1.0	1.971213369994075	0.0	150.63810500000545	0.16638509999756934	56.666666666666664	999	2022_Sep_07_2209	m	1
17	Practice 0-back	1.0	1.9707318699947791	0.0	152.63602790000004	0.14772339999763062	60.0	999	2022_Sep_07_2209	m	1
18	Practice 0-back	1.0	1.9931634700042196	0.0	154.6305452000015	0.2004162000012002	63.333333333333336	999	2022_Sep_07_2209	m	1
19	Practice 0-back	1.0	1.9772037700022338	0.0	156.6463933999985	0.5658256000024267	66.66666666666667	999	2022_Sep_07_2209	m	1
20	Practice 0-back	1.0	1.975779770000372	0.0	158.64496570000483	0.21590840000135358	70.0	999	2022_Sep_07_2209	m	1
21	Practice 0-back	1.0	1.9682680400001118	0.0	160.65548130000388	0.20401290000154404	73.33333333333333	999	2022_Sep_07_2209	m	1
22	Practice 0-back	1.0	1.9707830400002422	0.0	162.6522483000008	0.47237430000677705	76.66666666666667	999	2022_Sep_07_2209	m	1
23	Practice 0-back	1.0	1.9764089700111072	0.0	164.64017220000096	0.26603549999708775	80.0	999	2022_Sep_07_2209	m	1
24	Practice 0-back	1.0	1.975521469998057	0.0	166.63797880000493	0.31713049999962095	83.33333333333333	999	2022_Sep_07_2209	m	1
25	Practice 0-back	1.0	1.9763506700037397	0.0	168.63661980000325	1.7485633999967831	86.66666666666667	999	2022_Sep_07_2209	m	1
26	Practice 0-back	1.0	1.9770895699984976	0.0	170.63419540000177	0.3011426000011852	90.0	999	2022_Sep_07_2209	m	1
27	Practice 0-back	1.0	1.9775584700037143	0.0	172.63241760000528	0.05042189999949187	93.33333333333333	999	2022_Sep_07_2209	m	1
28	Practice 0-back	1.0	1.9752170700012357	0.0	174.63222070000484	0.5652530000006664	96.66666666666667	999	2022_Sep_07_2209	m	1
29	Practice 0-back	1.0	1.9895632699990529	0.0	176.6327444999988	0.383184500002244	100.0	999	2022_Sep_07_2209	m	1
