	SID	date	sex	session	handedness	scanner	onset	duration	repetition	rating	body_site	keys	temperature	conditionrt	mouseclick	biopac_channel	condition	rt	value
0	2561	2023_Jan_30_1929	M	01	R	MH SP	2.774253899930045	5.006236438872293								19	Instructions		
1	2561	2023_Jan_30_1929	M	01	R	MH SP	8.427057299995795	2.0003118002787232								6	Cue		
2	2561	2023_Jan_30_1929	M	01	R	MH SP	10.43003989988938	7.994416230125353								7	Pre-Jitter		
3	2561	2023_Jan_30_1929	M	01	R	MH SP	18.45901619992219	15.003383490024135			Right Leg		48.0			16	Heat-Stimulation		
4	2561	2023_Jan_30_1929	M	01	R	MH SP	33.53933919989504	7.009556880220771								8	Mid-Jitter		
5	2561	2023_Jan_30_1929	M	01	R	MH SP	40.564431599806994	5.009479360189289								20	PainBinary	1.002572399796918	1.0
6	2561	2023_Jan_30_1929	M	01	R	MH SP	45.597179299918935	5.010840660193935								21	IntensityRating	1.2334924000315368	64.44444444444444
7	2561	2023_Jan_30_1929	M	01	R	MH SP	50.62812739983201	4.999030360020697								22	ToleranceRating	2.916991800069809	-1.0
8	2561	2023_Jan_30_1929	M	01	R	MH SP	55.63227099995129	7.007491229800507								9	Post-Q-Jitter		
9	2561	2023_Jan_30_1929	M	01	R	MH SP	63.279249699786305	2.0136617701500654								6	Cue		
10	2561	2023_Jan_30_1929	M	01	R	MH SP	65.2963411998935	7.99625062989071								7	Pre-Jitter		
11	2561	2023_Jan_30_1929	M	01	R	MH SP	73.36758239986375	15.004042350221425			Right Leg		47.5			16	Heat-Stimulation		
12	2561	2023_Jan_30_1929	M	01	R	MH SP	88.45668929978274	7.009380480041727								8	Mid-Jitter		
13	2561	2023_Jan_30_1929	M	01	R	MH SP	95.48256899998523	5.007767759962007								20	PainBinary	0.8168025000486523	1.0
14	2561	2023_Jan_30_1929	M	01	R	MH SP	100.51357589988038	5.012517360039055								21	IntensityRating	2.6002385998144746	51.97530864197532
15	2561	2023_Jan_30_1929	M	01	R	MH SP	105.54521669982933	4.999343260191381								22	ToleranceRating	3.7003806000575423	-1.0
16	2561	2023_Jan_30_1929	M	01	R	MH SP	110.55007989984006	7.006367030087858								9	Post-Q-Jitter		
17	2561	2023_Jan_30_1929	M	01	R	MH SP	118.16281739994884	1.9977150103077292								6	Cue		
18	2561	2023_Jan_30_1929	M	01	R	MH SP	120.16324519994669	3.9969097301363945								7	Pre-Jitter		
19	2561	2023_Jan_30_1929	M	01	R	MH SP	124.18393119983375	15.00571806030348			Right Leg		47.0			16	Heat-Stimulation		
20	2561	2023_Jan_30_1929	M	01	R	MH SP	139.27344689983875	9.010284880176187								8	Mid-Jitter		
21	2561	2023_Jan_30_1929	M	01	R	MH SP	148.3007586998865	5.0058297601062804								20	PainBinary	1.61716919997707	1.0
22	2561	2023_Jan_30_1929	M	01	R	MH SP	153.33074759994633	5.012642160290852								21	IntensityRating	2.0001687998883426	43.7037037037037
23	2561	2023_Jan_30_1929	M	01	R	MH SP	158.3623389999848	4.999549560016021								22	ToleranceRating	3.666984000010416	1.0
24	2561	2023_Jan_30_1929	M	01	R	MH SP	163.3668632998597	9.007293829927221								9	Post-Q-Jitter		
25	2561	2023_Jan_30_1929	M	01	R	MH SP	173.00667139980942	2.011146370554343								6	Cue		
26	2561	2023_Jan_30_1929	M	01	R	MH SP	175.0145555997733	7.995475130155683								7	Pre-Jitter		
27	2561	2023_Jan_30_1929	M	01	R	MH SP	183.05710359988734	15.010642120148987			Right Leg		47.0			16	Heat-Stimulation		
28	2561	2023_Jan_30_1929	M	01	R	MH SP	198.1382138999179	7.015300480416045								8	Mid-Jitter		
29	2561	2023_Jan_30_1929	M	01	R	MH SP	205.16693269996904	5.007996060186997								20	PainBinary	2.0836408000905067	1.0
30	2561	2023_Jan_30_1929	M	01	R	MH SP	210.19860749994405	5.011426060227677								21	IntensityRating	1.5001434001605958	46.91358024691358
31	2561	2023_Jan_30_1929	M	01	R	MH SP	215.228800999932	5.001136460341513								22	ToleranceRating	2.216972399968654	-1.0
32	2561	2023_Jan_30_1929	M	01	R	MH SP	220.2342823999934	7.00696033006534								9	Post-Q-Jitter		
33	2561	2023_Jan_30_1929	M	01	R	MH SP	227.89114049985074	2.01006430038251								6	Cue		
34	2561	2023_Jan_30_1929	M	01	R	MH SP	229.8989109999966	3.9945380301214755								7	Pre-Jitter		
35	2561	2023_Jan_30_1929	M	01	R	MH SP	233.93674619984813	15.002397289965302			Right Leg		46.5			16	Heat-Stimulation		
36	2561	2023_Jan_30_1929	M	01	R	MH SP	249.02634079987183	9.006775280227885								8	Mid-Jitter		
37	2561	2023_Jan_30_1929	M	01	R	MH SP	258.051139799878	5.007381260162219								20	PainBinary	1.2501232998911291	1.0
