	onset	duration	rt	response	correct	bodySite	temperature	condition
0	5841.083581199986	1.967324280005414			1.0	Right Arm	46.0	1back
1	5843.068086599989	2.009236679994501			0.0	Right Arm	46.0	1back
2	5845.068086799991	2.0084317800065037			0.0	Right Arm	46.0	1back
3	5847.0681309000065	2.008437079988653			0.0	Right Arm	46.0	1back
4	5849.116843099997	1.9523767200298607			0.0	Right Arm	46.0	1back
5	5851.084858099988	2.0111292799992952			0.0	Right Arm	46.0	1back
6	5853.084810900007	2.0075989800097886			0.0	Right Arm	46.0	1back
7	5855.084840199997	2.0076938799757045			0.0	Right Arm	46.0	1back
8	5857.084825500002	2.0076645800145343			0.0	Right Arm	46.0	1back
9	5859.084839899995	2.007780579995597			0.0	Right Arm	46.0	1back
10	intensity: 	50.0						
11	5886.11728809998	1.9677386800176464			1.0	Right Arm	46.0	1back
12	5888.101718999998	2.0096320800075773			0.0	Right Arm	46.0	1back
13	5890.1017798999965	2.007185880007455			0.0	Right Arm	46.0	1back
14	5892.101774399984	2.00836727998103			0.0	Right Arm	46.0	1back
15	5894.152337799984	1.9549264399975073			0.0	Right Arm	46.0	1back
16	5896.118457000004	2.011632979963906			0.0	Right Arm	46.0	1back
17	5898.118512399989	2.0079372800246347			0.0	Right Arm	46.0	1back
18	5900.11850869999	2.0081449799763504			0.0	Right Arm	46.0	1back
19	5902.118549599982	2.0080555799941067			0.0	Right Arm	46.0	1back
20	5904.118566499994	2.0081399800255895			0.0	Right Arm	46.0	1back
21	intensity: 	50.0						
22	5928.6508960000065	1.967685679992428			1.0	Right Arm	46.0	1back
23	5930.635429999995	2.0096012799767777			0.0	Right Arm	46.0	1back
24	5932.635441899998	2.0087016799952835			0.0	Right Arm	46.0	1back
25	5934.635456599994	2.008286380005302			0.0	Right Arm	46.0	1back
26	5936.684307299991	1.9479496200219728			0.0	Right Arm	46.0	1back
27	5938.652073000005	2.0114655799989123			0.0	Right Arm	46.0	1back
28	5940.652198199998	2.0080493800051045			0.0	Right Arm	46.0	1back
29	5942.65219719999	2.008273680025013			0.0	Right Arm	46.0	1back
30	5944.652230000007	2.007537080004113			0.0	Right Arm	46.0	1back
31	5946.6522679000045	2.008383780019358			0.0	Right Arm	46.0	1back
32	intensity: 	50.0						
33	5963.684467999992	1.967352679988835			1.0	Right Arm	46.0	1back
34	5965.6690554999805	2.0095644799876027			0.0	Right Arm	46.0	1back
35	5967.668962900003	2.0078378800244536			0.0	Right Arm	46.0	1back
36	5969.6690886	2.0079492799995933			0.0	Right Arm	46.0	1back
37	5971.701189599989	1.9659648399974685			0.0	Right Arm	46.0	1back
38	5973.6857858999865	2.0112476799986325			0.0	Right Arm	46.0	1back
39	5975.685724599985	2.0090943799878005			0.0	Right Arm	46.0	1back
40	5977.685815200006	2.0072266799979843			0.0	Right Arm	46.0	1back
41	5979.685777699982	2.007132480008295			0.0	Right Arm	46.0	1back
42	5981.685769400006	2.007407280005282			0.0	Right Arm	46.0	1back
43	intensity: 	50.0						
44	6008.751527799992	1.9793430599966086			1.0	Right Arm	46.0	2back
