	onset	duration	bodySite	intensity	temperature	condition	posttrial-jitter
0	50.307427200023085	5.012258809991181	Right Arm	31.851851851851855	47.5	1back	10.0
1	90.34143200004473	5.0115110100014135	Right Arm	13.765432098765432	47.5	1back	10.0
2	125.3914650999941	5.012024809955619	Right Arm	14.938271604938272	47.5	1back	5.0
3	165.44150270009413	5.012586410040967	Right Arm	17.716049382716047	47.5	1back	5.0
4	213.15858829999343	5.01253651001025	Right Arm	17.962962962962962	47.5	2back	5.0
5	253.3425930000376	5.011870209942572	Right Arm	17.962962962962962	47.5	2back	5.0
6	298.52670490008313	5.011018909979612	Right Arm	18.827160493827158	47.5	2back	10.0
7	338.70967300003394	5.012555710040033	Right Arm	18.271604938271604	47.5	2back	10.0
8	376.3937085000798	5.011553009971976	Right Arm	23.827160493827158	47.5	2back	7.5
9	414.0777868999867	5.010745309991762	Right Arm	21.7283950617284	47.5	2back	5.0
10	459.26080689998344	5.01197991007939	Right Arm	19.1358024691358	47.5	2back	10.0
11	496.9448827999877	5.011147510027513	Right Arm	19.012345679012345	47.5	2back	7.5
12	544.5289523000829	5.010460610035807	Right Arm	21.666666666666668	47.5	2back	7.5
13	582.0619035999989	5.011818809900433	Right Arm	19.444444444444446	47.5	2back	5.0
14	624.6129522999981	5.010452410089783	Right Arm	23.14814814814815	47.5	2back	7.5
15	662.1629871000769	5.010917210020125	Right Arm	19.5679012345679	47.5	2back	5.0
