	condition	correct	duration	mouseclick	onset	rt	score	SID	date	sex	session
0	Practice 2-back	1.0	1.9935621998738497		281.6188344999682		3.3333333333333335	2509	2024_Apr_18_1830	M	2
1	Practice 2-back	1.0	1.979094900074415		283.62613079999574		6.666666666666667	2509	2024_Apr_18_1830	M	2
2	Practice 2-back	1.0	1.9768761999439448	0	285.62728080002125	0.9631687999935821	10.0	2509	2024_Apr_18_1830	M	2
3	Practice 2-back	0.0	1.9766779999481514		287.6274041000288		10.0	2509	2024_Apr_18_1830	M	2
4	Practice 2-back	0.0	1.977444300078787		289.62703319999855		10.0	2509	2024_Apr_18_1830	M	2
5	Practice 2-back	0.0	1.9766866998979822		291.62740140000824		10.0	2509	2024_Apr_18_1830	M	2
6	Practice 2-back	1.0	1.9766746999230236	2	293.627459499985	0.6966801999369636	13.333333333333334	2509	2024_Apr_18_1830	M	2
7	Practice 2-back	1.0	1.97667789994739	2	295.62748729996383	1.1009499999927357	16.666666666666668	2509	2024_Apr_18_1830	M	2
8	Practice 2-back	1.0	1.9770645000971854	0	297.6273138000397	0.7798757000127807	20.0	2509	2024_Apr_18_1830	M	2
9	Practice 2-back	1.0	1.977262599975802	2	299.6272339000134	0.7306491000344977	23.333333333333332	2509	2024_Apr_18_1830	M	2
10	Practice 2-back	1.0	1.9771651999326423	2	301.6272962000221	0.9462335000280291	26.666666666666668	2509	2024_Apr_18_1830	M	2
11	Practice 2-back	1.0	1.9763495000079274	0	303.6277275000466	0.8965821999590844	30.0	2509	2024_Apr_18_1830	M	2
12	Practice 2-back	1.0	1.976559100090526	2	305.6276591999922	0.7965177999576554	33.333333333333336	2509	2024_Apr_18_1830	M	2
13	Practice 2-back	0.0	1.9769529000623152	0	307.62747429998126	0.7299836999736726	33.333333333333336	2509	2024_Apr_18_1830	M	2
14	Practice 2-back	0.0	1.9770482998574153	0	309.62744980002753	0.7965413000201806	33.333333333333336	2509	2024_Apr_18_1830	M	2
15	Practice 2-back	1.0	1.976935499929823	2	311.6275265000295	1.0345922000706196	36.666666666666664	2509	2024_Apr_18_1830	M	2
16	Practice 2-back	1.0	1.976429299917072	2	313.62780160002876	0.985311400028877	40.0	2509	2024_Apr_18_1830	M	2
17	Practice 2-back	1.0	1.977069899905473	2	315.62751260004006	0.8628516999306157	43.333333333333336	2509	2024_Apr_18_1830	M	2
18	Practice 2-back	0.0	1.9770683000097051	2	317.6275299999397	0.5820486999582499	43.333333333333336	2509	2024_Apr_18_1830	M	2
19	Practice 2-back	1.0	1.97657459997572	2	319.62780549994204	0.9633601999375969	46.666666666666664	2509	2024_Apr_18_1830	M	2
20	Practice 2-back	1.0	1.9770623000804335	2	321.62758169998415	0.7633162999991328	50.0	2509	2024_Apr_18_1830	M	2
21	Practice 2-back	1.0	1.9772054000059143	0	323.6275260000257	0.4799029999412596	53.333333333333336	2509	2024_Apr_18_1830	M	2
22	Practice 2-back	1.0	1.9771072999574244	2	325.6275954999728	0.8148841999936849	56.666666666666664	2509	2024_Apr_18_1830	M	2
23	Practice 2-back	0.0	1.9766457000514492	0	327.62783959996887	0.6465015000430867	56.666666666666664	2509	2024_Apr_18_1830	M	2
24	Practice 2-back	1.0	1.9769439999945462	2	329.62772859993856	0.746637300006114	60.0	2509	2024_Apr_18_1830	M	2
25	Practice 2-back	1.0	1.9771647000452504	2	331.62763500004075	0.9465516000054777	63.333333333333336	2509	2024_Apr_18_1830	M	2
26	Practice 2-back	1.0	1.9770237000193447	0	333.62773900001775	0.6966804000549018	66.66666666666667	2509	2024_Apr_18_1830	M	2
27	Practice 2-back	1.0	1.9770528000080958	2	335.6277381000109	0.7299284000182524	70.0	2509	2024_Apr_18_1830	M	2
28	Practice 2-back	1.0	1.9766539999982342	2	337.62791909999214	0.7814849000424147	73.33333333333333	2509	2024_Apr_18_1830	M	2
29	Practice 2-back	1.0	1.9772133000660688	2	339.6277018999681	0.8632809999398887	76.66666666666667	2509	2024_Apr_18_1830	M	2
