	onset	duration	rt	response	correct	bodySite	temperature	condition
0	248.77117349999025	1.9735012300079688	[0.0, 0.0, 0.7835399000323378]	2.0	0.0	Right Arm	46.0	1back
1	250.77117369999178	2.0101809300249442	[0.0, 0.0, 1.0027019000262953]	2.0	1.0	Right Arm	46.0	1back
2	252.7721612000023	2.00891043007141	[0.48596049996558577, 0.0, 0.0]	0.0	1.0	Right Arm	46.0	1back
3	254.77333669998916	2.0092009300133213	[0.4681490000220947, 0.0, 0.0]	0.0	0.0	Right Arm	46.0	1back
4	256.77430509997066	2.0099879300105385	[0.5511561000021175, 0.0, 0.0]	0.0	0.0	Right Arm	46.0	1back
5	258.77639979997184	2.0058801300474443			0.0	Right Arm	46.0	1back
6	260.77701109996997	2.0039525300380774			0.0	Right Arm	46.0	1back
7	intensity: 	26.29629629629629						
8	266.9645637999638	1.9922741503687575			1.0	Right Arm	46.0	2back
9	268.98046449996764	2.0103444299893454	[0.2692215000279248, 0.0, 0.0]	0.0	0.0	Right Arm	46.0	2back
10	270.9979469999671	2.0097420300589874	[0.0, 0.0, 0.4024267999920994]	2.0	0.0	Right Arm	46.0	2back
11	273.0159806999727	2.0118336300365627	[0.31894139997893944, 0.0, 0.0]	0.0	0.0	Right Arm	46.0	2back
12	275.0332836000016	2.0104811300407164	[0.0, 0.0, 0.20222720003221184]	2.0	0.0	Right Arm	46.0	2back
13	277.05091769999126	2.011743029986974	[0.25159369996981695, 0.0, 0.0]	0.0	0.0	Right Arm	46.0	2back
14	279.0686744999839	2.010697030054871	[0.0, 0.0, 0.21952839998994023]	2.0	1.0	Right Arm	46.0	2back
15	intensity:	40.27777777777777						
16	283.7419282000046	1.9691026301006787	[0.46436420001555234, 0.0, 0.0]	0.0	0.0	Right Arm	46.0	2back
17	285.7387412999524	2.0092530300607905	[0.0, 0.0, 0.551807599957101]	2.0	0.0	Right Arm	46.0	2back
18	287.739850599959	2.0031761300051585			0.0	Right Arm	46.0	2back
19	289.7408882000018	2.0081171300262213			0.0	Right Arm	46.0	2back
20	291.7417838999536	2.008549230056815			0.0	Right Arm	46.0	2back
21	293.7430942999781	2.0076213299762458			0.0	Right Arm	46.0	2back
22	295.74384009995265	2.005412430036813			0.0	Right Arm	46.0	2back
23	Intensity Rating:	32.68518518518518						
24	312.81058479996864	1.9910438599763438	[1.1104449999984354, 0.0, 1.596537499979604]	0.0	0.0	Abdomen	46.0	1back
25	314.82017550000455	2.010384029999841	[1.8180055000120774, 0.0, 1.7848837000201456]	2.0	1.0	Abdomen	46.0	1back
26	316.8211018999573	2.008722630038392	[0.2346172999823466, 0.0, 0.23509570001624525]	0.0	1.0	Abdomen	46.0	1back
27	318.8220192999579	2.0085397301008925	[0.5847263000323437, 0.0, 0.0]	0.0	0.0	Abdomen	46.0	1back
28	320.8231845999835	2.0094594299443997	[0.0, 0.0, 0.3008804999990389]	2.0	1.0	Abdomen	46.0	1back
29	322.82405100000324	2.0041782300104387			0.0	Abdomen	46.0	1back
30	324.82494119997136	2.005121930036694			0.0	Abdomen	46.0	1back
31	intensity: 	30.09259259259259						
32	334.8809421999613	1.9732201300212182			1.0	Abdomen	46.0	2back
33	336.8811311000027	2.0076598299783655	[0.6186035000137053, 0.0, 0.0]	0.0	0.0	Abdomen	46.0	2back
34	338.89862079999875	2.0113637300673872			0.0	Abdomen	46.0	2back
35	340.9166228999966	2.011238730046898			0.0	Abdomen	46.0	2back
36	342.934157199983	2.0092641300871037			0.0	Abdomen	46.0	2back
37	344.9523155000061	2.010291429993231			0.0	Abdomen	46.0	2back
38	346.9694521999918	2.0022079299669713			0.0	Abdomen	46.0	2back
39	intensity:	39.074074074074076						
40	351.67164039995987	1.9769318300532177	[0.2697180000250228, 0.0, 0.0]	0.0	0.0	Abdomen	46.0	2back
41	353.6729271999793	2.005570630019065	[0.0, 0.0, 0.2849403999862261]	2.0	0.0	Abdomen	46.0	2back
42	355.67388979997486	2.007524730055593	[0.2523109999601729, 0.0, 0.0]	0.0	0.0	Abdomen	46.0	2back
43	357.675230199995	2.007606430037413	[0.0, 0.0, 0.23611669999081641]	2.0	1.0	Abdomen	46.0	2back
44	359.67608979996294	2.0077912300475873	[0.2852810000185855, 0.0, 0.0]	0.0	1.0	Abdomen	46.0	2back
45	361.6768632999738	2.008790429972578	[0.08428920002188534, 0.0, 0.0]	0.0	0.0	Abdomen	46.0	2back
46	363.6780746000004	2.0097060300176963	[0.2673880999791436, 0.0, 0.0]	0.0	0.0	Abdomen	46.0	2back
47	Intensity Rating:	26.296296296296294						
48	484.9122911999584	1.9946498600183986			1.0	Right Face	46.0	1back
49	486.923201699974	2.0096520300139673			0.0	Right Face	46.0	1back
50	488.92415529995924	2.008176430070307			0.0	Right Face	46.0	1back
51	490.92510789999506	2.0064983300399035			0.0	Right Face	46.0	1back
52	492.92623209999874	2.004596729995683			0.0	Right Face	46.0	1back
53	494.9272629999905	2.001074430067092			0.0	Right Face	46.0	1back
54	496.92814099998213	2.009786129987333			0.0	Right Face	46.0	1back
55	intensity: 	0.370370370370369						
56	503.50328780000564	1.9975228602997959			1.0	Right Face	46.0	2back
57	505.515808199998	2.009464230039157			1.0	Right Face	46.0	2back
58	507.5332581999828	2.0106171300285496			0.0	Right Face	46.0	2back
59	509.5510828999686	2.0123536299797706			0.0	Right Face	46.0	2back
60	511.56858819996705	2.0095500299939886			0.0	Right Face	46.0	2back
61	513.5863572999951	2.01214542996604			0.0	Right Face	46.0	2back
