	onset	duration	rt	response	correct	bodySite	temperature	condition
0	17.79463790007867	1.9836418100167066			1	Left Arm	45.5	1back
1	19.800377500010654	2.005547309992835	0.6462752998340875	0.0	1	Left Arm	45.5	1back
2	21.801104200072587	2.0041296100243926	0.44628729997202754	2.0	1	Left Arm	45.5	1back
3	23.8009951999411	2.004328810144216	0.4150455000344664	2.0	1	Left Arm	45.5	1back
4	25.839789299992844	1.9601003299467266	0.42854420002549887	2.0	1	Left Arm	45.5	1back
5	27.816338900011033	2.0071151102893054	0.4796185998711735	2.0	1	Left Arm	45.5	1back
6	29.818061499856412	2.003667710116133	0.4152375999838114	2.0	1	Left Arm	45.5	1back
7	31.817994399927557	2.00383781013079	0.5630467000883073	2.0	1	Left Arm	45.5	1back
8	33.818167000077665	2.003571310080588	0.4296673000790179	2.0	1	Left Arm	45.5	1back
9	35.81805459992029	2.003803610103205	0.3492117999121547	2.0	0	Left Arm	45.5	1back
10	57.84456290001981	1.9844786098692566			1	Left Arm	45.5	1back
11	59.85099359997548	2.0050389100797474	0.49624520004726946	2.0	1	Left Arm	45.5	1back
12	61.85208009998314	2.0028882103506476	0.6629459999967366	2.0	1	Left Arm	45.5	1back
13	63.85216209990904	2.002748210215941	0.46301879989914596	2.0	1	Left Arm	45.5	1back
14	65.89036080008373	1.9596776303369552	0.4454159000888467	0.0	1	Left Arm	45.5	1back
15	67.8665131998714	2.007452409947291	0.5127907998394221	2.0	1	Left Arm	45.5	1back
16	69.86812340002507	2.004263610113412	0.42958539980463684	2.0	1	Left Arm	45.5	1back
17	71.86813000007533	2.004282410023734	0.6294408000539988	0.0	1	Left Arm	45.5	1back
18	73.8680730999913	2.004411610076204	0.4129834999330342	2.0	1	Left Arm	45.5	1back
19	75.86822879989631	2.004163210047409	0.3962689999025315	2.0	1	Left Arm	45.5	1back
20	97.89521900005639	1.9838705100119114			1	Left Arm	45.5	1back
21	99.90104330005124	2.005577709991485	0.5130183999426663	0.0	1	Left Arm	45.5	1back
22	101.9020849999506	2.0035401098430157	0.56267170002684	2.0	1	Left Arm	45.5	1back
23	103.90228429995477	2.003201809944585	0.5628969999961555	2.0	1	Left Arm	45.5	1back
24	105.95959350001067	1.9385993401519954	0.41221620002761483	2.0	1	Left Arm	45.5	1back
25	107.91698929993436	2.007182109868154	0.44640520005486906	2.0	1	Left Arm	45.5	1back
26	109.91901549999602	2.0031820100266486	0.4487277001608163	2.0	1	Left Arm	45.5	1back
27	111.91916799987666	2.0029117099475116	0.46292790002189577	2.0	1	Left Arm	45.5	1back
28	113.91923819994554	2.0028040101751685	0.5627749001141638	0.0	1	Left Arm	45.5	1back
29	115.91908810008317	2.0031426099594682	0.46242820005863905	0.0	1	Left Arm	45.5	1back
30	137.94564899988472	1.983677709940821			1	Left Arm	45.5	1back
31	139.951408599969	2.005556710064411	0.5796371998731047	2.0	1	Left Arm	45.5	1back
32	141.95220090006478	2.0040122100617737	0.5462996000424027	0.0	1	Left Arm	45.5	1back
33	143.95230569993146	2.003839810146019	0.8295313999988139	2.0	1	Left Arm	45.5	1back
34	146.00677559990436	1.9449048400856555	0.4620193000882864	2.0	1	Left Arm	45.5	1back
35	147.96731369988993	2.007227610098198	0.3963633000385016	2.0	1	Left Arm	45.5	1back
36	149.96920139994472	2.0034846102353185	0.4795990001875907	2.0	1	Left Arm	45.5	1back
37	151.9691276999656	2.003667910117656	0.4796287000644952	2.0	1	Left Arm	45.5	1back
38	153.96937699988484	2.0031728099565953	0.8297056001611054	2.0	1	Left Arm	45.5	1back
39	155.96910199988633	2.0037639101501554	0.7465299000032246	0.0	1	Left Arm	45.5	1back
40	190.51469179987907	1.9965106199961156			1	Left Arm	45.5	2back
41	192.51887989998795	2.004872509976849			1	Left Arm	45.5	2back
42	194.5343114999123	2.0073557102587074	0.0	2.0	1	Left Arm	45.5	2back
43	196.55113329994492	2.0071069102268666	0.0	2.0	1	Left Arm	45.5	2back
44	198.60673859994859	1.962551130214706	0.36656860006041825	0.0	1	Left Arm	45.5	2back
45	200.5846629999578	2.0067972103133798	0.0	2.0	1	Left Arm	45.5	2back
46	202.60108960000798	2.007298809941858	1.0837286000605673	0.0	1	Left Arm	45.5	2back
47	204.61794929997995	2.0069435101468116	0.0	2.0	1	Left Arm	45.5	2back
48	206.6344496998936	2.007148109842092	0.4670098000206053	0.0	1	Left Arm	45.5	2back
49	208.65122899995185	2.0071461100596935	0.7669806000776589	0.0	1	Left Arm	45.5	2back
50	230.69892059988342	1.9954366199672222			1	Left Arm	45.5	2back
