	repetition	body_site	temperature	pain	intensity	tolerance
0	1	Right Face	48.0	1.0	34.444444444444436	1.0
1	2	Right Face	48.5	1.0	29.32098765432099	1.0
2	3	Right Face	48.5	1.0	37.160493827160494	1.0
3	4	Right Face	48.5	1.0	36.17283950617284	1.0
4	5	Right Face	48.5	1.0	24.814814814814813	1.0
5	6	Right Face	48.5	1.0	32.53086419753087	1.0
6	7	Right Face	48.5	1.0	35.123456790123456	1.0
7	1	Left Arm	48.0	1.0	37.53086419753087	1.0
8	2	Left Arm	48.5	1.0	38.51851851851851	1.0
9	3	Left Arm	48.5	1.0	37.46913580246913	1.0
10	4	Left Arm	48.5	1.0	38.58024691358025	1.0
11	5	Left Arm	48.5	1.0	36.17283950617284	1.0
12	6	Left Arm	48.5	1.0	44.567901234567906	1.0
13	7	Left Arm	48.5	1.0	43.20987654320987	1.0
14	1	Abdomen	48.0	1.0	30.864197530864196	1.0
15	2	Abdomen	48.5	1.0	34.19753086419753	1.0
16	3	Abdomen	48.5	1.0	35.8641975308642	1.0
17	4	Abdomen	48.5	1.0	36.91358024691358	1.0
18	5	Abdomen	48.5	1.0	38.51851851851851	1.0
19	6	Abdomen	48.5	1.0	40.18518518518518	1.0
20	7	Abdomen	48.5	1.0	42.098765432098766	1.0
21	1	Chest	48.0	1.0	41.358024691358025	1.0
22	2	Chest	48.5	1.0	44.44444444444444	1.0
23	3	Chest	48.5	1.0	41.2962962962963	1.0
24	4	Chest	48.5	1.0	43.7037037037037	1.0
25	5	Chest	48.5	1.0	46.91358024691358	1.0
26	6	Chest	48.5	1.0	46.85185185185185	1.0
27	7	Chest	48.5	1.0	49.50617283950617	1.0
28	1	Left Leg	48.0	1.0	44.01234567901235	1.0
29	2	Left Leg	48.5	1.0	44.44444444444444	1.0
30	3	Left Leg	48.5	1.0	48.02469135802469	1.0
31	4	Left Leg	48.5	1.0	43.82716049382716	1.0
32	5	Left Leg	48.5	1.0	46.35802469135803	1.0
33	6	Left Leg	48.5	1.0	48.51851851851852	1.0
34	7	Left Leg	48.5	1.0	45.06172839506173	1.0
35	1	Right Leg	48.0	1.0	47.22222222222223	1.0
36	2	Right Leg	48.5	1.0	47.46913580246914	1.0
37	3	Right Leg	48.5	1.0	45.74074074074074	1.0
38	4	Right Leg	48.5	1.0	45.617283950617285	1.0
39	5	Right Leg	48.5	1.0	48.333333333333336	1.0
40	6	Right Leg	48.5	1.0	50.4320987654321	1.0
41	7	Right Leg	48.5	1.0	32.71604938271605	1.0
42	1	Right Arm	48.0	1.0	37.22222222222222	1.0
43	2	Right Arm	48.5	1.0	40.0	1.0
44	3	Right Arm	48.5	1.0	37.65432098765433	1.0
45	4	Right Arm	48.5	1.0	42.407407407407405	1.0
46	5	Right Arm	48.5	1.0	41.604938271604944	1.0
47	6	Right Arm	48.5	1.0	41.85185185185185	1.0
48	7	Right Arm	48.5	1.0	43.4567901234568	1.0
49	1	Left Face	48.0	1.0	33.76543209876544	1.0
50	2	Left Face	48.5	1.0	33.14814814814815	1.0
51	3	Left Face	48.5	1.0	32.28395061728395	1.0
52	4	Left Face	48.5	1.0	41.172839506172835	1.0
53	5	Left Face	48.5	1.0	37.160493827160494	1.0
54	6	Left Face	48.5	1.0	40.18518518518518	1.0
55	7	Left Face	48.5	1.0	42.22222222222222	1.0
