	SID	date	sex	session	handedness	scanner	onset	duration	repetition	rating	body_site	keys	temperature	conditionrt	mouseclick	biopac_channel	condition	rt	value
0	2448	2023_Jan_24_1956	M	01	R	MH SP	2.7847116000484675	5.012925582472235								19	Instructions		
1	2448	2023_Jan_24_1956	M	01	R	MH SP	8.674458800116554	2.002235359977931								6	Cue		
2	2448	2023_Jan_24_1956	M	01	R	MH SP	10.70130249997601	8.01496371999383								7	Pre-Jitter		
3	2448	2023_Jan_24_1956	M	01	R	MH SP	18.744926400016993	14.994619919918478			Chest		48.0			17	Heat-Stimulation		
4	2448	2023_Jan_24_1956	M	01	R	MH SP	33.84031120012514	9.004122880054638								8	Mid-Jitter		
5	2448	2023_Jan_24_1956	M	01	R	MH SP	42.87833849992603	5.01151541993022								20	PainBinary	1.3670112998224795	1.0
6	2448	2023_Jan_24_1956	M	01	R	MH SP	47.92719820002094	5.01388682005927								21	IntensityRating	2.017327700043097	36.79012345679012
7	2448	2023_Jan_24_1956	M	01	R	MH SP	52.975349799962714	5.0010322199668735								22	ToleranceRating	1.167153700022027	1.0
8	2448	2023_Jan_24_1956	M	01	R	MH SP	57.989329000003636	9.006552879931405								9	Post-Q-Jitter		
9	2448	2023_Jan_24_1956	M	01	R	MH SP	68.4632600999903	2.009444560157135								6	Cue		
10	2448	2023_Jan_24_1956	M	01	R	MH SP	70.48516359995119	8.015031079994515								7	Pre-Jitter		
11	2448	2023_Jan_24_1956	M	01	R	MH SP	78.53922750009224	15.007156359963119			Chest		48.5			17	Heat-Stimulation		
12	2448	2023_Jan_24_1956	M	01	R	MH SP	93.6388755000662	9.008219680050388								8	Mid-Jitter		
13	2448	2023_Jan_24_1956	M	01	R	MH SP	102.67777639999986	5.013862420106307								20	PainBinary	2.866861999966204	1.0
14	2448	2023_Jan_24_1956	M	01	R	MH SP	107.72604819992557	5.000734719680622								21	IntensityRating	3.383889599936083	43.82716049382716
15	2448	2023_Jan_24_1956	M	01	R	MH SP	112.75998440012336	4.999665620038286								22	ToleranceRating	1.5534707999322563	-1.0
16	2448	2023_Jan_24_1956	M	01	R	MH SP	117.77390070003457	9.00534128001891								9	Post-Q-Jitter		
17	2448	2023_Jan_24_1956	M	01	R	MH SP	127.42559979995713	2.018976000137627								6	Cue		
18	2448	2023_Jan_24_1956	M	01	R	MH SP	129.4526704000309	8.0147615801543								7	Pre-Jitter		
19	2448	2023_Jan_24_1956	M	01	R	MH SP	137.51321369991638	15.010563760064542			Chest		48.0			17	Heat-Stimulation		
20	2448	2023_Jan_24_1956	M	01	R	MH SP	152.62123639998026	7.011439279885963								8	Mid-Jitter		
21	2448	2023_Jan_24_1956	M	01	R	MH SP	159.66261429991573	5.012184720020741								20	PainBinary	0.9335200998466462	1.0
22	2448	2023_Jan_24_1956	M	01	R	MH SP	164.71093970001675	5.015560019994155								21	IntensityRating	2.6835135999135673	47.34567901234568
23	2448	2023_Jan_24_1956	M	01	R	MH SP	169.75766990007833	5.005418420070782								22	ToleranceRating	2.137085999827832	-1.0
24	2448	2023_Jan_24_1956	M	01	R	MH SP	174.77449039998464	7.00524728000164								9	Post-Q-Jitter		
25	2448	2023_Jan_24_1956	M	01	R	MH SP	183.21253219991922	2.0132318802643567								6	Cue		
26	2448	2023_Jan_24_1956	M	01	R	MH SP	185.23639070009813	8.014981280080974								7	Pre-Jitter		
27	2448	2023_Jan_24_1956	M	01	R	MH SP	193.28731240006164	15.013388159917668			Chest		47.5			17	Heat-Stimulation		
28	2448	2023_Jan_24_1956	M	01	R	MH SP	208.38721260009333	9.013869179878384								8	Mid-Jitter		
29	2448	2023_Jan_24_1956	M	01	R	MH SP	217.43038029992022	5.011003019986674								20	PainBinary	2.419145399937406	1.0
30	2448	2023_Jan_24_1956	M	01	R	MH SP	222.47813379997388	4.998933719936758								21	IntensityRating	2.3845857998821884	30.555555555555554
31	2448	2023_Jan_24_1956	M	01	R	MH SP	227.5114947000984	4.998970919987187								22	ToleranceRating	1.3866797999944538	-1.0
